"name","playerid","new_BABIP","BABIP","Source","BABIP_adj_rate"
"Jimmy Lambert","19541",0.288719454545455,0.27,"REZ1",1.06933131313131
"Jimmy Lewis","sa3014533",0.297603,NA,NA,NA
"Jimmy Loper","sa3020838",0.296018,NA,NA,NA
"Jimmy Nelson","10547",0.29281,NA,NA,NA
"Jimmy Reyes","sa3022277",0.29257,NA,NA,NA
"Jimmy Robbins","sa3011145",0.288727,NA,NA,NA
"Jimmy Yacabonis","15157",0.293393571428571,0.294,"REZ1",0.997937317784257
"Jiorgeny Casimiri","sa3011736",0.294174,NA,NA,NA
"JoJo Romero","19574",0.297755882352941,0.318,"REZ1",0.936339252682205
"Joakim Soria","6941",0.292133,NA,NA,NA
"Joan Adon","22925",0.311458,0.339,"REZ1",0.918755162241888
"Joan Gonzalez","sa3022860",0.290652,NA,NA,NA
"Joan Martinez","sa917483",0.301831,NA,NA,NA
"Joan Ogando","sa3022325",0.297289,NA,NA,NA
"Joan Valdez","sa3003013",0.295768,NA,NA,NA
"Joander Suarez","sa3008263",0.2898665,NA,NA,NA
"Joangel Gonzalez","sa3022242",0.299342,NA,NA,NA
"Joaquin Tejada","sa3016207",0.301434,NA,NA,NA
"Joe Adametz","sa3022323",0.299471,NA,NA,NA
"Joe Barlow","22296",0.29102875,0.295,"REZ1",0.98653813559322
"Joe Biagini","13194",0.297106,NA,NA,NA
"Joe Boyle","29608",0.289258823529412,0.31,"REZ1",0.933092979127135
"Joe Corbett","sa3010237",0.296581,NA,NA,NA
"Joe DeMers","sa3008597",0.295143,NA,NA,NA
"Joe Elbis","sa3015216",0.295121,NA,NA,NA
"Joe Gatto","sa828693",0.296259,NA,NA,NA
"Joe Gunkel","sa738176",0.300893,NA,NA,NA
"Joe Harvey","16459",0.294364,NA,NA,NA
"Joe Jacques","25178",0.293218588235294,0.285,"REZ1",1.02883715170279
"Joe Jimenez","15761",0.28868,0.274,"REZ1",1.05357664233577
"Joe Joe Rodriguez","sa3020108",0.29982,NA,NA,NA
"Joe Jones","sa3014870",0.295243,NA,NA,NA
"Joe Kelly","9761",0.297651294117647,0.303,"REZ1",0.982347505338769
"Joe Kemlage","sa3017825",0.297267,NA,NA,NA
"Joe La Sorsa","25481",0.285664181818182,0.279,"REZ1",1.02388595633757
"Joe Mantiply","14857",0.299512705882353,0.291,"REZ1",1.02925328481908
"Joe Miller","sa3020393",0.289962,NA,NA,NA
"Joe Musgrove","12970",0.287370833333333,0.289,"REZ1",0.994362745098039
"Joe Nahas","sa3011679",0.289812,NA,NA,NA
"Joe Navilhon","sa918459",0.288604,NA,NA,NA
"Joe Record","sa3008619",0.298246,NA,NA,NA
"Joe Rock","sa3017755",0.294869166666667,NA,NA,NA
"Joe Ross","12972",0.290941764705882,0.277,"REZ1",1.05033128052665
"Joe Ryan","21390",0.283656470588235,0.299,"REZ1",0.948683848121188
"Joe Smith","3281",0.302852,NA,NA,NA
"Joe Whitman","sa3023131",0.295445,NA,NA,NA
"Joe Wieland","6109",0.294935,NA,NA,NA
"Joe Zanghi","sa875398",0.29324,NA,NA,NA
"Joel Benitez","sa3008733",0.29618,NA,NA,NA
"Joel Canizalez","sa3021553",0.302083,NA,NA,NA
"Joel Condreay","sa3008102",0.297751,NA,NA,NA
"Joel Diaz","sa3015500",0.287414,NA,NA,NA
"Joel Garcia","sa3021999",0.29829,NA,NA,NA
"Joel Heredia","sa3021739",0.301251,NA,NA,NA
"Joel Hurtado","sa3019774",0.30031,NA,NA,NA
"Joel Ibarra","sa3009326",0.291143,NA,NA,NA
"Joel Kuhnel","19995",0.298314727272727,0.295,"REZ1",1.01123636363636
"Joel Payamps","14332",0.274842588235294,0.252,"REZ1",1.0906451914099
"Joel Peguero","sa917689",0.2969695,NA,NA,NA
"Joel Valdez","sa3011397",0.301426,NA,NA,NA
"Joelvis Del Rosario","sa3008486",0.296953,NA,NA,NA
"Joelvis Perez","sa3021511",0.29512,NA,NA,NA
"Joely Rodriguez","11487",0.305893411764706,0.296,"REZ1",1.03342368839428
"Joey Cantillo","23335",0.289104705882353,0.302,"REZ1",0.957300350603818
"Joey Estes","26257",0.275314941176471,0.274,"REZ1",1.00479905538858
"Joey Gerber","24591",0.2872272,NA,NA,NA
"Joey Krehbiel","13707",0.296943333333333,0.317,"REZ1",0.936729758149316
"Joey Lancellotti","sa3019879",0.295027,NA,NA,NA
"Joey Lucchesi","19320",0.315332,0.405,"REZ1",0.778597530864197
"Joey Mancini","sa3020858",0.2898965,NA,NA,NA
"Joey Marciano","sa3004637",0.298081,NA,NA,NA
"Joey Matulovich","sa3008274",0.288966,NA,NA,NA
"Joey Murray","sa3007234",0.295414,NA,NA,NA
"Joey Stock","sa3015309",0.306432,NA,NA,NA
"Joey Walsh","sa3017194",0.294409,NA,NA,NA
"Joey Wentz","19962",0.293516588235294,0.28,"REZ1",1.04827352941176
"Jogly Garcia","sa3017898",0.298056,NA,NA,NA
"Jogly Garcia","sa3019633",0.298688,NA,NA,NA
"Johan Dominguez","sa916727",0.297791,NA,NA,NA
"Johan Minaya","sa3022041",0.296523,NA,NA,NA
"Johan Montero","sa3009488",0.297067,NA,NA,NA
"Johan Moreno","sa3020999",0.289474,NA,NA,NA
"Johan Otanez","sa3009782",0.295733,NA,NA,NA
"Johan Oviedo","22487",0.293852823529412,0.3,"REZ1",0.979509411764706
"Johan Palacios","sa3019193",0.297518,NA,NA,NA
"Johan Quezada","20643",0.299781,NA,NA,NA
"Johan Rodriguez","sa3021807",0.297221,NA,NA,NA
"Johan Simon","sa3015481",0.297133,NA,NA,NA
"Johander Rubio","sa3022027",0.295467,NA,NA,NA
"Johandry Fuente","sa3018868",0.297914,NA,NA,NA
"Johandry Milano","sa3019061",0.295731,NA,NA,NA
"John Beller","sa3014972",0.292342,NA,NA,NA
"John Brebbia","12777",0.286606588235294,0.255,"REZ1",1.12394740484429
"John Creel","sa3018137",0.293998,NA,NA,NA
"John Curtiss","16128",0.298413647058824,0.313,"REZ1",0.953398233414772
"John Doxakis","sa1115967",0.2899265,NA,NA,NA
"John Gant","13684",0.300541,NA,NA,NA
"John Gavin","sa829790",0.29119,NA,NA,NA
"John King","22051",0.298157058823529,0.283,"REZ1",1.05355851174392
"John Klein","sa3020405",0.29509,NA,NA,NA
"John Lynch","sa3020809",0.299314,NA,NA,NA
"John Matthews","sa3010311",0.2951235,NA,NA,NA
"John McMillon","27942",0.2759712,0.237,"REZ1",1.16443544303797
"John Means","16269",0.263524909090909,0.253,"REZ1",1.04160043118936
"John Michael Bertrand","sa3020082",0.301436,NA,NA,NA
"John Murphy","sa3020733",0.293509,NA,NA,NA
"John O'Reilly","sa3008134",0.2969885,NA,NA,NA
"John Parke","sa3003988",0.303885,NA,NA,NA
"John Rooney","sa3008417",0.3014076,NA,NA,NA
"John Russell","sa3004771",0.298067,NA,NA,NA
"John Schreiber","20020",0.295606235294118,0.293,"REZ1",1.00889500100381
"John Sosa","sa3019140",0.29577,NA,NA,NA
"John Stankiewicz","sa3016001",0.29561,NA,NA,NA
"John Swanda","sa3004944",0.301337,NA,NA,NA
"John Wilson","sa3015116",0.29751,NA,NA,NA
"Johnathan Harmon","sa3020452",0.300016,NA,NA,NA
"Johnathan Lavallee","sa3017993",0.290068,NA,NA,NA
"Johnathan Rogers","sa3023182",0.29258,NA,NA,NA
"Johnny Cueto","6893",0.304492916666667,0.334,"REZ1",0.911655439121756
"Johnny Ray","sa3017273",0.295019,NA,NA,NA
"Johzan Oquendo","sa3015148",0.295862,NA,NA,NA
"Jojanse Torres","sa3006955",0.290229,NA,NA,NA
"Jojo Ingrassia","sa3023475",0.306602,NA,NA,NA
"Jol Concepcion","sa3002947",0.292636,NA,NA,NA
"Joldanny Genao","sa3011466",0.296411,NA,NA,NA
"Joldelanio De Los Santos","sa3018804",0.297604,NA,NA,NA
"Jon Duplantier","19546",0.2885735,NA,NA,NA
"Jon Gray","14916",0.293629529411765,0.312,"REZ1",0.941120286576169
"Jon Lester","4930",0.300829,NA,NA,NA
"Jon Olczak","sa875297",0.295384,NA,NA,NA
"Jon Olsen","sa3015032",0.298807,NA,NA,NA
"Jonah Dipoto","sa3010776",0.290619,NA,NA,NA
"Jonah Hurney","sa3023417",0.301405,NA,NA,NA
"Jonah Scolaro","sa3019817",0.295296,NA,NA,NA
"Jonah Tong","sa3022324",0.2895085,NA,NA,NA
"Jonaiker Castellar","sa3019755",0.297244,NA,NA,NA
"Jonalbert Rumbol","sa3023619",0.301443,NA,NA,NA
"Jonas Uzcategui","sa3019281",0.297138,NA,NA,NA
"Jonatan Bernal","sa3009271",0.303692,NA,NA,NA
"Jonathan Aro","14699",0.297891,NA,NA,NA
"Jonathan Batista","sa3019489",0.296799,NA,NA,NA
"Jonathan Bermudez","21241",0.29743125,0.325,"REZ1",0.915173076923077
"Jonathan Bowlan","24607",0.288696588235294,0.243,"REZ1",1.18805180343742
"Jonathan Brand","sa3020567",0.298477,NA,NA,NA
"Jonathan Cannon","31730",0.293243529411765,0.298,"REZ1",0.984038689301224
"Jonathan Edwards","sa3017811",0.295716,NA,NA,NA
"Jonathan Heasley","22224",0.284658,0.256,"REZ1",1.1119453125
"Jonathan Hennigan","sa918447",0.29781,NA,NA,NA
"Jonathan Hernandez","17464",0.291654235294118,0.278,"REZ1",1.04911595429539
"Jonathan Holder","16588",0.299104,NA,NA,NA
"Jonathan Hughes","sa3014908",0.3007075,NA,NA,NA
"Jonathan Jimenez","sa3022343",0.299959,NA,NA,NA
"Jonathan Loaisiga","19753",0.283554823529412,0.274,"REZ1",1.03487161872048
"Jonathan Petit","sa3016842",0.295286,NA,NA,NA
"Jonathan Pintaro","sa3024197",0.287569,NA,NA,NA
"Jonathan Russell","sa3022152",0.300539,NA,NA,NA
"Jonathan Salazar","sa3016518",0.298458,NA,NA,NA
"Jonathan Sprinkle","sa3014792",0.294837,NA,NA,NA
"Jonawel Valdez","sa3021755",0.301126,NA,NA,NA
"Joneiker Arellano","sa3018831",0.299971,NA,NA,NA
"Jonh Henriquez","sa3019819",0.299172,NA,NA,NA
"Jonney Rosario","sa3016616",0.291598,NA,NA,NA
"Jonny Cuevas","sa3017931",0.291482,NA,NA,NA
"Jordan Balazovic","21866",0.293382470588235,0.292,"REZ1",1.00473448831587
"Jordan Brink","sa829003",0.297453,NA,NA,NA
"Jordan Carr","sa3017769",0.298131,NA,NA,NA
"Jordan DiValerio","sa3014865",0.291896,NA,NA,NA
"Jordan Fowler","sa3017777",0.296694,NA,NA,NA
"Jordan Geber","sa3019958",0.288169,NA,NA,NA
"Jordan Gore","sa3004127",0.298872,NA,NA,NA
"Jordan Hicks","19618",0.300190470588235,0.31,"REZ1",0.968356356736243
"Jordan Holloway","20631",0.2907595,NA,NA,NA
"Jordan Jackson","sa3018172",0.290679,NA,NA,NA
"Jordan Jones","sa3009984",0.28998,NA,NA,NA
"Jordan Leasure","29950",0.285424,0.275,"REZ1",1.03790545454545
"Jordan Lyles","7593",0.29280125,0.303,"REZ1",0.966340759075907
"Jordan Marks","sa3018192",0.294603,NA,NA,NA
"Jordan Mikel","sa3015094",0.293145,NA,NA,NA
"Jordan Montgomery","16511",0.304787294117647,0.311,"REZ1",0.980023453754492
"Jordan Powell","sa3023534",0.297092,NA,NA,NA
"Jordan Romano","16122",0.289832941176471,0.303,"REZ1",0.956544360318385
"Jordan Sheffield","19682",0.294877,NA,NA,NA
"Jordan Valenzuela","sa3021820",0.300242,NA,NA,NA
"Jordan Weems","13190",0.299684909090909,0.317,"REZ1",0.945378262116432
"Jordan Wicks","30094",0.289841176470588,0.294,"REZ1",0.985854341736695
"Jordan Yamamoto","17585",0.294747,NA,NA,NA
"Jordano Perez","sa3008690",0.29878,NA,NA,NA
"Jordany Chirinos","sa3022219",0.296319,NA,NA,NA
"Jordany Ventura","sa3008542",0.2842545,NA,NA,NA
"Jordarlin Mendoza","sa3017321",0.294534,NA,NA,NA
"Jordi Infante","sa3021482",0.299237,NA,NA,NA
"Jordi Martinez","sa3006141",0.292163,NA,NA,NA
"Jordy Arias","sa3019177",0.295305,NA,NA,NA
"Jordy Luciano","sa3019179",0.300378,NA,NA,NA
"Jordy Vargas","sa3016052",0.307622,NA,NA,NA
"Jorge Alcala","19459",0.279251411764706,0.264,"REZ1",1.05777049910873
"Jorge Bautista","sa3008406",0.300755,NA,NA,NA
"Jorge Benitez","sa3004462",0.289971,NA,NA,NA
"Jorge De Leon","sa3016059",0.291139,NA,NA,NA
"Jorge Garcia","sa3009229",0.296377,NA,NA,NA
"Jorge Geraldo","sa3017692",0.298614,NA,NA,NA
"Jorge Gonzalez","sa3009504",0.29465,NA,NA,NA
"Jorge Guerra","sa3019578",0.296434,NA,NA,NA
"Jorge Guzman","17505",0.297652,NA,NA,NA
"Jorge Herrera","sa3022339",0.296972,NA,NA,NA
"Jorge Juan","sa3005826",0.2943385,NA,NA,NA
"Jorge Lopez","14527",0.295269411764706,0.289,"REZ1",1.02169346631386
"Jorge Luna","sa3021797",0.297834,NA,NA,NA
"Jorge Marcheco","sa3018025",0.284869,NA,NA,NA
"Jorge Martinez","sa3016472",0.297986,NA,NA,NA
"Jorge Mercedes","sa3019110",0.297298,NA,NA,NA
"Jorge Minyety","sa3021752",0.306365,NA,NA,NA
"Jorge Ramos","sa3009524",0.298229,NA,NA,NA
"Jorge Rodriguez","sa3016459",0.292146,NA,NA,NA
"Jorger Petri","sa3018855",0.297884,NA,NA,NA
"Jormy Nivar","sa3022022",0.297367,NA,NA,NA
"Josan Mendez","sa3006122",0.298264,NA,NA,NA
"Josbel Garcia","sa3019250",0.295362,NA,NA,NA
"Jose  Ramirez","sa3015929",0.29829,NA,NA,NA
"Jose A Ferrer","24017",0.294763882352941,0.304,"REZ1",0.969618034055728
"Jose Acuna","sa3015331",0.291868,NA,NA,NA
"Jose Adames","sa597194",0.305728,NA,NA,NA
"Jose Aguirre","sa3016057",0.297764,NA,NA,NA
"Jose Alcantara","sa3007819",0.297894,NA,NA,NA
"Jose Alvarado","17780",0.292552,0.295,"REZ1",0.991701694915254
"Jose Alvarez","5358",0.296678,NA,NA,NA
"Jose Atencio","sa3010304",0.292114,NA,NA,NA
"Jose Bello","sa3021530",0.298746,NA,NA,NA
"Jose Berrios","14168",0.289274235294118,0.294,"REZ1",0.983925970388155
"Jose Betances","sa3004867",0.297411,NA,NA,NA
"Jose Bravo","sa923839",0.295808,NA,NA,NA
"Jose Butto","23313",0.279702117647059,0.298,"REZ1",0.93859771022503
"Jose Cabrera","sa3018042",0.303333,NA,NA,NA
"Jose Castillo","17169",0.3019425,NA,NA,NA
"Jose Chacin","sa917323",0.290526,NA,NA,NA
"Jose Chavez","sa3016815",0.296669,NA,NA,NA
"Jose Chavez","sa3018292",0.297749,NA,NA,NA
"Jose Chirinos","sa3018859",0.293729,NA,NA,NA
"Jose Cisnero","6399",0.296549411764706,0.309,"REZ1",0.959706834189987
"Jose Corniell","sa3015213",0.295018,NA,NA,NA
"Jose Cruz","sa3006383",0.293116,NA,NA,NA
"Jose Cruz","sa3024843",0.291262,NA,NA,NA
"Jose Cuas","17701",0.288774941176471,0.259,"REZ1",1.11496116284352
"Jose Davila","sa3015092",0.2933,NA,NA,NA
"Jose De La Rosa","sa3024590",0.29874,NA,NA,NA
"Jose De Leon","15463",0.297954285714286,0.312,"REZ1",0.954981684981685
"Jose Diaz","sa3005709",0.297479,NA,NA,NA
"Jose Dicochea","sa3011497",0.290669,NA,NA,NA
"Jose E Hernandez","22318",0.288183866666667,0.297,"REZ1",0.970316049382716
"Jose E Martinez","sa3002796",0.300095,NA,NA,NA
"Jose Espada","21131",0.256736428571429,0.18,"REZ1",1.42631349206349
"Jose Felipe Torres","sa3018849",0.295561,NA,NA,NA
"Jose Feliz","sa3024069",0.299132,NA,NA,NA
"Jose Fermin","sa3023455",0.293662,NA,NA,NA
"Jose Fernandez","sa3018346",0.299741,NA,NA,NA
"Jose Fleury","sa3019255",0.2878765,NA,NA,NA
"Jose Franco","sa3008714",0.29181,NA,NA,NA
"Jose Garces","sa3015490",0.303484,NA,NA,NA
"Jose Geraldo","sa3006070",0.288635,NA,NA,NA
"Jose Geraldo","sa3016295",0.287062,NA,NA,NA
"Jose Gomez","sa3019253",0.296364,NA,NA,NA
"Jose Gonzalez","sa3009473",0.2992,NA,NA,NA
"Jose Gonzalez","sa3015415",0.292938,NA,NA,NA
"Jose Gonzalez","sa3016249",0.300555,NA,NA,NA
"Jose Guedez","sa3019682",0.293245,NA,NA,NA
"Jose Guevara","sa3023823",0.296118,NA,NA,NA
"Jose Jimenez","sa3011595",0.2968,NA,NA,NA
"Jose Leandro","sa3019651",0.29769,NA,NA,NA
"Jose Leclerc","14524",0.277836705882353,0.265,"REZ1",1.04844039955605
"Jose Linares","sa3019616",0.296977,NA,NA,NA
"Jose Lopez","22982",0.299468571428571,0.313,"REZ1",0.956768598813327
"Jose Luis Reyes","sa3015304",0.291094,NA,NA,NA
"Jose Marte","21761",0.295236666666667,0.308,"REZ1",0.958560606060606
"Jose Martinez","sa3022207",0.297402,NA,NA,NA
"Jose Mendoza","sa3018316",0.297504,NA,NA,NA
"Jose Meneses","sa3019158",0.297,NA,NA,NA
"Jose Miguel Gonzalez","sa3003139",0.298346,NA,NA,NA
"Jose Montero","sa3018312",0.305628,NA,NA,NA
"Jose Montilla","sa3003102",0.295096,NA,NA,NA
"Jose Moreno","sa3003113",0.297517,NA,NA,NA
"Jose Mujica","17821",0.303434,NA,NA,NA
"Jose Ojeda","sa3019480",0.295562,NA,NA,NA
"Jose Olivares","sa3016267",0.295764,NA,NA,NA
"Jose Pena Jr","sa3017821",0.290613,NA,NA,NA
"Jose Pinto","sa3021993",0.299391,NA,NA,NA
"Jose Quezada","sa3008375",0.292278,NA,NA,NA
"Jose Quijada","19200",0.281082588235294,0.272,"REZ1",1.03339186851211
"Jose Quintana","11423",0.298030705882353,0.318,"REZ1",0.937203477617462
"Jose Ramirez","sa3006702",0.300162,NA,NA,NA
"Jose Ramirez","sa3019479",0.297229,NA,NA,NA
"Jose Regalado","sa3022049",0.300366,NA,NA,NA
"Jose Rengel","sa3021790",0.297753,NA,NA,NA
"Jose Rodriguez","17860",0.307822142857143,0.334,"REZ1",0.921623182207014
"Jose Rodriguez","sa3015437",0.293839,NA,NA,NA
"Jose Rojas","sa3015486",0.295891,NA,NA,NA
"Jose Romero","sa3015483",0.295842,NA,NA,NA
"Jose Romero","sa3021791",0.290452,NA,NA,NA
"Jose Ruiz","14552",0.289282117647059,0.279,"REZ1",1.03685346826903
"Jose Salvador","sa3006482",0.291507,NA,NA,NA
"Jose Santamaria","sa3008373",0.304845,NA,NA,NA
"Jose Serrano","sa3019597",0.298138,NA,NA,NA
"Jose Silvestre","sa3023849",0.300326,NA,NA,NA
"Jose Soriano","22100",0.296564235294118,0.317,"REZ1",0.935533865281128
"Jose Suarez","19911",0.289345411764706,0.27,"REZ1",1.07164967320261
"Jose Ulloa","sa3010836",0.296266,NA,NA,NA
"Jose Urbina","sa3022218",0.295805,NA,NA,NA
"Jose Urena","11589",0.286616,0.277,"REZ1",1.03471480144404
"Jose Urquidy","18413",0.280312181818182,0.282,"REZ1",0.994014829142489
"Jose Varela","sa3021987",0.297351,NA,NA,NA
"Jose Vasquez","sa3022116",0.297614,NA,NA,NA
"Joseilyn Gonzalez","sa3018910",0.298502,NA,NA,NA
"Joseph Hernandez","sa3006385",0.29226,NA,NA,NA
"Joseph Herrera","sa3024471",0.298171,NA,NA,NA
"Joseph King","sa3020857",0.297548,NA,NA,NA
"Joseph Menefee","sa3020443",0.299244,NA,NA,NA
"Joseph Montalvo","sa3018802",0.284443,NA,NA,NA
"Joseph Yabbour","sa3021980",0.293794,NA,NA,NA
"Josh Bortka","sa3020596",0.292612,NA,NA,NA
"Josh Bostick","sa3022857",0.290554,NA,NA,NA
"Josh Dye","sa3007485",0.297293,NA,NA,NA
"Josh Ekness","sa3023204",0.2883735,NA,NA,NA
"Josh Fleming","20418",0.298247818181818,0.308,"REZ1",0.96833707201889
"Josh Gessner","sa3011658",0.291615,NA,NA,NA
"Josh Green","sa3006701",0.300119,NA,NA,NA
"Josh Grosz","sa3023478",0.293487,NA,NA,NA
"Josh Hader","14212",0.268705058823529,0.247,"REZ1",1.08787473207907
"Josh Hansell","sa3023158",0.303343,NA,NA,NA
"Josh Harlow","sa3022914",0.293599,NA,NA,NA
"Josh Hejka","sa3011152",0.287485,NA,NA,NA
"Josh Hendrickson","sa3011196",0.287738,NA,NA,NA
"Josh James","16794",0.29196,NA,NA,NA
"Josh Knoth","sa3023420",0.297021,NA,NA,NA
"Josh Lindblom","7882",0.286706,NA,NA,NA
"Josh Maciejewski","21310",0.28665125,0.265,"REZ1",1.08170283018868
"Josh Mollerus","sa3022666",0.292368,NA,NA,NA
"Josh Osich","11528",0.299603,NA,NA,NA
"Josh Roberson","sa3007721",0.293559,NA,NA,NA
"Josh Rogers","18510",0.291519583333333,0.277,"REZ1",1.05241726835138
"Josh Sborz","18323",0.294473294117647,0.301,"REZ1",0.97831659175298
"Josh Simpson","sa1053035",0.298883333333333,NA,NA,NA
"Josh Smith","sa3009923",0.296529,NA,NA,NA
"Josh Staumont","18335",0.285370705882353,0.282,"REZ1",1.01195285773884
"Josh Stephan","sa3015286",0.290484,NA,NA,NA
"Josh Swales","sa3017753",0.298956,NA,NA,NA
"Josh Taylor","17359",0.30733375,0.327,"REZ1",0.939858562691132
"Josh Timmerman","sa3023098",0.292018,NA,NA,NA
"Josh Tomlin","9388",0.294617,NA,NA,NA
"Josh Trentadue","sa3023010",0.295347,NA,NA,NA
"Josh Walker","23617",0.290536,0.306,"REZ1",0.949464052287582
"Josh White","sa3019953",0.296225,NA,NA,NA
"Josh Winckowski","22387",0.309278,0.337,"REZ1",0.917738872403561
"Josh Winder","24606",0.289895090909091,0.259,"REZ1",1.11928606528607
"Josh Wolf","sa3011638",0.299782,NA,NA,NA
"Joshawn Lampson","sa3021512",0.297691,NA,NA,NA
"Joshua Cornielly","sa3005890",0.283966,NA,NA,NA
"Joshua Loeschorn","sa3020837",0.300448,NA,NA,NA
"Joshua Quezada","sa3021789",0.296116,NA,NA,NA
"Josiah Gray","24580",0.273246235294118,0.244,"REZ1",1.11986162005786
"Josias De Los Santos","sa3006508",0.296284,NA,NA,NA
"Josimar Cousin","sa3021579",0.294373,NA,NA,NA
"Josmar Acevedo","sa3019062",0.296761,NA,NA,NA
"Josnier Parra","sa3021488",0.298134,NA,NA,NA
"Jostin Florentino","sa3021510",0.298829,NA,NA,NA
"Josue Arias","sa3018350",0.3027,NA,NA,NA
"Josue Carmona","sa3017979",0.295127,NA,NA,NA
"Josue Panacual","sa3010568",0.301775,NA,NA,NA
"Jovani Moran","20422",0.300546428571429,0.296,"REZ1",1.01535955598456
"Jovi Galvez","sa3018837",0.297922,NA,NA,NA
"Juan Abreu","sa3017200",0.290551,NA,NA,NA
"Juan Amarante","sa3019048",0.293297,NA,NA,NA
"Juan Archbold","sa3021543",0.29777,NA,NA,NA
"Juan Arnaud","sa3018294",0.292304,NA,NA,NA
"Juan Bello","sa3019615",0.297123,NA,NA,NA
"Juan Burgos","sa3009272",0.287774,NA,NA,NA
"Juan Carela","sa3009237",0.2913105,NA,NA,NA
"Juan Cota","sa3021984",0.298743,NA,NA,NA
"Juan Daniel Encarnacion","sa3008697",0.2920995,NA,NA,NA
"Juan De La Cruz","sa3019171",0.298122,NA,NA,NA
"Juan De Los Santos","sa3010808",0.296272,NA,NA,NA
"Juan Duran","sa3022262",0.299813,NA,NA,NA
"Juan Henriquez","sa3022136",0.294786,NA,NA,NA
"Juan Hillman","sa874796",0.2997505,NA,NA,NA
"Juan Manuel Abril","sa3002921",0.300669,NA,NA,NA
"Juan Martinez","sa3009219",0.303301,NA,NA,NA
"Juan Martinez","sa3016278",0.30121,NA,NA,NA
"Juan Mateo","sa3015279",0.304362,NA,NA,NA
"Juan Mejia","sa3002949",0.298264,NA,NA,NA
"Juan Mejia","sa3003159",0.3062194,NA,NA,NA
"Juan Mendez","sa3015336",0.295941,NA,NA,NA
"Juan Mercedes","sa3002818",0.288502,NA,NA,NA
"Juan Mercedes","sa3019563",0.297913,NA,NA,NA
"Juan Minaya","10341",0.296906,NA,NA,NA
"Juan Morillo","sa917772",0.3015445,NA,NA,NA
"Juan Nunez","sa3015464",0.2809582,NA,NA,NA
"Juan Nunez","sa3019504",0.297262,NA,NA,NA
"Juan Nunez","sa828600",0.290976,NA,NA,NA
"Juan Oramas","sa3018853",0.297609,NA,NA,NA
"Juan Ortega","sa3019190",0.297768,NA,NA,NA
"Juan Ozuna","sa3019085",0.296561,NA,NA,NA
"Juan Pablo Lopez","sa3004647",0.300044,NA,NA,NA
"Juan Pinto","sa3018295",0.290836,NA,NA,NA
"Juan Rasquin","sa3021781",0.296913,NA,NA,NA
"Juan Reynoso","sa3017790",0.298957,NA,NA,NA
"Juan Rodriguez","sa3016615",0.297119,NA,NA,NA
"Juan Rojas","sa3016285",0.299301,NA,NA,NA
"Juan Salas","sa3016216",0.287443,NA,NA,NA
"Juan Sanchez","sa3005444",0.292305,NA,NA,NA
"Juan Sanchez","sa3018360",0.301102,NA,NA,NA
"Juan Severino","sa3016290",0.295766,NA,NA,NA
"Juan Soto","sa3016025",0.296619,NA,NA,NA
"Juan Then","22828",0.30476,0.321,"REZ1",0.949408099688473
"Juan Valera","sa3021570",0.307227,NA,NA,NA
"Juan Zapata","sa3005452",0.2931265,NA,NA,NA
"Juanmi Vasquez","sa3020344",0.291258,NA,NA,NA
"Juaron WattsBrown","sa3023352",0.292881,NA,NA,NA
"Julian Aguiar","30031",0.2808025,0.223,"REZ1",1.25920403587444
"Julian Bosnic","sa3020734",0.300069,NA,NA,NA
"Julian Fernandez","18341",0.290213,NA,NA,NA
"Julian Garcia","sa918182",0.295276,NA,NA,NA
"Julian Merryweather","16703",0.301741764705882,0.345,"REZ1",0.874613810741688
"Julian Smith","sa3010129",0.293645,NA,NA,NA
"Julian Valdez","sa3010656",0.298544,NA,NA,NA
"Julio  Marte","sa3021740",0.297002,NA,NA,NA
"Julio Bonilla","sa3011372",0.299581,NA,NA,NA
"Julio Dilone","sa3015085",0.297579,NA,NA,NA
"Julio Frias","sa873218",0.296428,NA,NA,NA
"Julio Goff","sa3009247",0.295993,NA,NA,NA
"Julio Mendez","sa3019580",0.298194,NA,NA,NA
"Julio Ortiz","sa3009615",0.293643,NA,NA,NA
"Julio Pinto","sa736965",0.296818,NA,NA,NA
"Julio Polanco","sa3024522",0.300068,NA,NA,NA
"Julio Ramirez","sa3019194",0.297621,NA,NA,NA
"Julio Robaina","sa3006817",0.2923395,NA,NA,NA
"Julio Rodriguez","sa3007992",0.295758,NA,NA,NA
"Julio Rosario","sa3021492",0.300198,NA,NA,NA
"Julio Teheran","6797",0.291515833333333,0.281,"REZ1",1.03742289442467
"Julio Urias","14765",0.289140714285714,0.289,"REZ1",1.00048690064261
"Julio Zapata","sa3018364",0.298814,NA,NA,NA
"Junior Cerda","sa3016234",0.292811,NA,NA,NA
"Junior Fernandez","18496",0.30496,NA,NA,NA
"Junior Flores","sa3015479",0.2972,NA,NA,NA
"Junior Garcia","sa737032",0.295478,NA,NA,NA
"Junior Guerra","5702",0.300652,NA,NA,NA
"Junior Mieses","sa3005258",0.293719,NA,NA,NA
"Junior Montero","sa3008701",0.295287,NA,NA,NA
"Junior Pina","sa3016911",0.295167,NA,NA,NA
"Junior Sanchez","sa3022009",0.299584,NA,NA,NA
"Junior Santos","sa3005470",0.2917695,NA,NA,NA
"Junior William","sa3016072",0.30029,NA,NA,NA
"Justin Anderson","16201",0.296318705882353,0.285,"REZ1",1.03971475748194
"Justin Armbruester","sa3017548",0.284576,NA,NA,NA
