"name","playerid","new_WAR","WAR","Source","WAR_adj_rate"
"Jonah Dipoto","sa3010776",-0.240390815,NA,NA,NA
"Jonah Hurney","sa3023417",-0.0143869,NA,NA,NA
"Jonah Scolaro","sa3019817",-0.00297159,NA,NA,NA
"Jonah Tong","sa3022324",0.47309954855,NA,NA,NA
"Jonaiker Castellar","sa3019755",-9.99029e-05,NA,NA,NA
"Jonalbert Rumbol","sa3023619",-0.0238083,NA,NA,NA
"Jonas Uzcategui","sa3019281",-0.0377643,NA,NA,NA
"Jonatan Bernal","sa3009271",-9.99029e-05,NA,NA,NA
"Jonathan Aro","14699",-0.0061523,NA,NA,NA
"Jonathan Batista","sa3019489",-9.99029e-05,NA,NA,NA
"Jonathan Bermudez","21241",0.091214925,0.212,"REZ1",0.430259080188679
"Jonathan Bowlan","24607",0.190232267058824,0.586,"REZ1",0.324628442079904
"Jonathan Brand","sa3020567",-0.221086985,NA,NA,NA
"Jonathan Cannon","31730",1.04812317647059,0.658,"REZ1",1.59289236545682
"Jonathan Edwards","sa3017811",-0.0252462,NA,NA,NA
"Jonathan Heasley","22224",0.0694013461538462,0.117,"REZ1",0.593173898750822
"Jonathan Hennigan","sa918447",-0.00464309,NA,NA,NA
"Jonathan Hernandez","17464",0.0111582105882353,0.101,"REZ1",0.110477332556785
"Jonathan Holder","16588",-0.00346708,NA,NA,NA
"Jonathan Hughes","sa3014908",-0.163173625,NA,NA,NA
"Jonathan Jimenez","sa3022343",-9.99029e-05,NA,NA,NA
"Jonathan Loaisiga","19753",0.294380741176471,0.497,"REZ1",0.592315374600545
"Jonathan Petit","sa3016842",-0.0178128,NA,NA,NA
"Jonathan Pintaro","sa3024197",0.10101754,NA,NA,NA
"Jonathan Russell","sa3022152",-9.99029e-05,NA,NA,NA
"Jonathan Salazar","sa3016518",-9.99029e-05,NA,NA,NA
"Jonathan Sprinkle","sa3014792",-0.00777136,NA,NA,NA
"Jonawel Valdez","sa3021755",-9.99029e-05,NA,NA,NA
"Joneiker Arellano","sa3018831",-0.0304968,NA,NA,NA
"Jonh Henriquez","sa3019819",-0.0185375,NA,NA,NA
"Jonney Rosario","sa3016616",-0.0206773,NA,NA,NA
"Jonny Cuevas","sa3017931",-0.33186125,NA,NA,NA
"Jordan Balazovic","21866",0.150409045882353,0.275,"REZ1",0.546941985026738
"Jordan Brink","sa829003",-0.00499026,NA,NA,NA
"Jordan Carr","sa3017769",-0.00662791,NA,NA,NA
"Jordan DiValerio","sa3014865",-0.0156811,NA,NA,NA
"Jordan Fowler","sa3017777",-9.99029e-05,NA,NA,NA
"Jordan Geber","sa3019958",0.03985299855,NA,NA,NA
"Jordan Gore","sa3004127",-0.00727405,NA,NA,NA
"Jordan Hicks","19618",1.10513705882353,0.749,"REZ1",1.47548338961753
"Jordan Holloway","20631",-0.1819086,NA,NA,NA
"Jordan Jackson","sa3018172",-9.99029e-05,NA,NA,NA
"Jordan Jones","sa3009984",-0.2265588,NA,NA,NA
"Jordan Leasure","29950",0.0798850470588235,0.546,"REZ1",0.146309609997845
"Jordan Lyles","7593",0.1279723875,0.544,"REZ1",0.235243359375
"Jordan Marks","sa3018192",-0.0116514,NA,NA,NA
"Jordan Mikel","sa3015094",-0.115108945,NA,NA,NA
"Jordan Montgomery","16511",0.867247176470588,-0.086,"REZ1",-10.0842694938441
"Jordan Powell","sa3023534",-0.0256438,NA,NA,NA
"Jordan Romano","16122",0.355951647058824,0.132,"REZ1",2.69660338680927
"Jordan Sheffield","19682",-0.00912687,NA,NA,NA
"Jordan Valenzuela","sa3021820",-0.0342962,NA,NA,NA
"Jordan Weems","13190",-0.0126277363636364,0.51,"REZ1",-0.0247602673796791
"Jordan Wicks","30094",0.523663058823529,1.116,"REZ1",0.469232131562302
"Jordan Yamamoto","17585",-0.00914677,NA,NA,NA
"Jordano Perez","sa3008690",-9.99029e-05,NA,NA,NA
"Jordany Chirinos","sa3022219",-9.99029e-05,NA,NA,NA
"Jordany Ventura","sa3008542",-0.1884044,NA,NA,NA
"Jordarlin Mendoza","sa3017321",-9.99029e-05,NA,NA,NA
"Jordi Infante","sa3021482",-0.0369753,NA,NA,NA
"Jordi Martinez","sa3006141",0.081794425,NA,NA,NA
"Jordy Arias","sa3019177",-9.99029e-05,NA,NA,NA
"Jordy Luciano","sa3019179",-0.0225865,NA,NA,NA
"Jordy Vargas","sa3016052",-9.99029e-05,NA,NA,NA
"Jorge Alcala","19459",0.283995411764706,0.463,"REZ1",0.61338101893025
"Jorge Bautista","sa3008406",-9.99029e-05,NA,NA,NA
"Jorge Benitez","sa3004462",-0.27192829,NA,NA,NA
"Jorge De Leon","sa3016059",-9.99029e-05,NA,NA,NA
"Jorge Garcia","sa3009229",-0.0211829,NA,NA,NA
"Jorge Geraldo","sa3017692",-9.99029e-05,NA,NA,NA
"Jorge Gonzalez","sa3009504",-0.0224848,NA,NA,NA
"Jorge Guerra","sa3019578",-0.0371676,NA,NA,NA
"Jorge Guzman","17505",-0.00580003,NA,NA,NA
"Jorge Herrera","sa3022339",-9.99029e-05,NA,NA,NA
"Jorge Juan","sa3005826",-0.24903108,NA,NA,NA
"Jorge Lopez","14527",0.0800606588235294,-0.11,"REZ1",-0.727824171122995
"Jorge Luna","sa3021797",-9.99029e-05,NA,NA,NA
"Jorge Marcheco","sa3018025",-9.99029e-05,NA,NA,NA
"Jorge Martinez","sa3016472",-0.027941,NA,NA,NA
"Jorge Mercedes","sa3019110",-0.00160901,NA,NA,NA
"Jorge Minyety","sa3021752",-0.0158647,NA,NA,NA
"Jorge Ramos","sa3009524",-0.0164045,NA,NA,NA
"Jorge Rodriguez","sa3016459",-9.99029e-05,NA,NA,NA
"Jorger Petri","sa3018855",-9.99029e-05,NA,NA,NA
"Jormy Nivar","sa3022022",-9.99029e-05,NA,NA,NA
"Josan Mendez","sa3006122",-0.0056151,NA,NA,NA
"Josbel Garcia","sa3019250",-9.99029e-05,NA,NA,NA
"Jose  Ramirez","sa3015929",-9.99029e-05,NA,NA,NA
"Jose A Ferrer","24017",0.405928470588235,0.321,"REZ1",1.2645746747297
"Jose Acuna","sa3015331",-0.03804025145,NA,NA,NA
"Jose Adames","sa597194",-0.000614811,NA,NA,NA
"Jose Aguirre","sa3016057",-0.0311024,NA,NA,NA
"Jose Alcantara","sa3007819",-0.0155132,NA,NA,NA
"Jose Alvarado","17780",0.601063176470588,-0.003,"REZ1",-200.354392156863
"Jose Alvarez","5358",-0.00492956,NA,NA,NA
"Jose Atencio","sa3010304",-9.99029e-05,NA,NA,NA
"Jose Bello","sa3021530",-9.99029e-05,NA,NA,NA
"Jose Berrios","14168",1.81241764705882,1.7,"REZ1",1.06612802768166
"Jose Betances","sa3004867",-0.00964429,NA,NA,NA
"Jose Bravo","sa923839",-0.00717895,NA,NA,NA
"Jose Butto","23313",0.438339764705882,0.905,"REZ1",0.484353331166721
"Jose Cabrera","sa3018042",-9.99029e-05,NA,NA,NA
"Jose Castillo","17169",0.06264997,NA,NA,NA
"Jose Chacin","sa917323",-9.99029e-05,NA,NA,NA
"Jose Chavez","sa3016815",-0.021499,NA,NA,NA
"Jose Chavez","sa3018292",-9.99029e-05,NA,NA,NA
"Jose Chirinos","sa3018859",-9.99029e-05,NA,NA,NA
"Jose Cisnero","6399",-0.0069304094117647,-0.118,"REZ1",0.0587322831505483
"Jose Corniell","sa3015213",-9.99029e-05,NA,NA,NA
"Jose Cruz","sa3006383",-0.00816677,NA,NA,NA
"Jose Cruz","sa3024843",-0.416307,NA,NA,NA
"Jose Cuas","17701",0.0536414023529412,0.448,"REZ1",0.119735273109244
"Jose Davila","sa3015092",-9.99029e-05,NA,NA,NA
"Jose De La Rosa","sa3024590",-9.99029e-05,NA,NA,NA
"Jose De Leon","15463",0.25908355,0.9,"REZ1",0.287870611111111
"Jose Diaz","sa3005709",-0.0219394,NA,NA,NA
"Jose Dicochea","sa3011497",-9.99029e-05,NA,NA,NA
"Jose E Hernandez","22318",-0.0371744706666667,-0.155,"REZ1",0.239835294623656
"Jose E Martinez","sa3002796",-0.0113895,NA,NA,NA
"Jose Espada","21131",0.175446316428571,0.613,"REZ1",0.28620932533209
"Jose Felipe Torres","sa3018849",-0.0322881,NA,NA,NA
"Jose Feliz","sa3024069",-9.99029e-05,NA,NA,NA
"Jose Fermin","sa3023455",-0.00239729,NA,NA,NA
"Jose Fernandez","sa3018346",-0.0232535,NA,NA,NA
"Jose Fleury","sa3019255",0.07694454855,NA,NA,NA
"Jose Franco","sa3008714",-9.99029e-05,NA,NA,NA
"Jose Garces","sa3015490",-9.99029e-05,NA,NA,NA
"Jose Geraldo","sa3006070",-0.00551285,NA,NA,NA
"Jose Geraldo","sa3016295",-0.17724075,NA,NA,NA
"Jose Gomez","sa3019253",-9.99029e-05,NA,NA,NA
"Jose Gonzalez","sa3009473",-0.0307683,NA,NA,NA
"Jose Gonzalez","sa3015415",-9.99029e-05,NA,NA,NA
"Jose Gonzalez","sa3016249",-9.99029e-05,NA,NA,NA
"Jose Guedez","sa3019682",-9.99029e-05,NA,NA,NA
"Jose Guevara","sa3023823",-9.99029e-05,NA,NA,NA
"Jose Jimenez","sa3011595",-0.0210416,NA,NA,NA
"Jose Leandro","sa3019651",-0.0311189,NA,NA,NA
"Jose Leclerc","14524",0.332460352941176,0.116,"REZ1",2.86603752535497
"Jose Linares","sa3019616",-0.0318827,NA,NA,NA
"Jose Lopez","22982",-0.0569372578571429,-0.201,"REZ1",0.283269939587775
"Jose Luis Reyes","sa3015304",-9.99029e-05,NA,NA,NA
"Jose Marte","21761",-0.0193941416666667,0.167,"REZ1",-0.116132584830339
"Jose Martinez","sa3022207",-9.99029e-05,NA,NA,NA
"Jose Mendoza","sa3018316",-0.0329501,NA,NA,NA
"Jose Meneses","sa3019158",-0.0344952,NA,NA,NA
"Jose Miguel Gonzalez","sa3003139",-0.0195121,NA,NA,NA
"Jose Montero","sa3018312",-9.99029e-05,NA,NA,NA
"Jose Montilla","sa3003102",-0.00713084,NA,NA,NA
"Jose Moreno","sa3003113",-0.0214467,NA,NA,NA
"Jose Mujica","17821",-0.0083466,NA,NA,NA
"Jose Ojeda","sa3019480",-0.0390702,NA,NA,NA
"Jose Olivares","sa3016267",-9.99029e-05,NA,NA,NA
"Jose Pena Jr","sa3017821",-0.0216723,NA,NA,NA
"Jose Pinto","sa3021993",-9.99029e-05,NA,NA,NA
"Jose Quezada","sa3008375",-0.00336752,NA,NA,NA
"Jose Quijada","19200",0.252397764705882,0.398,"REZ1",0.634165237954478
"Jose Quintana","11423",1.04388588235294,0.488,"REZ1",2.13911041465767
"Jose Ramirez","sa3006702",-0.0133757,NA,NA,NA
"Jose Ramirez","sa3019479",-0.0378234,NA,NA,NA
"Jose Regalado","sa3022049",-0.0340427,NA,NA,NA
"Jose Rengel","sa3021790",-9.99029e-05,NA,NA,NA
"Jose Rodriguez","17860",-0.0335860428571429,-0.113,"REZ1",0.297221618204804
"Jose Rodriguez","sa3015437",-9.99029e-05,NA,NA,NA
"Jose Rojas","sa3015486",-0.0322387,NA,NA,NA
"Jose Romero","sa3015483",-0.0185936,NA,NA,NA
"Jose Romero","sa3021791",-9.99029e-05,NA,NA,NA
"Jose Ruiz","14552",0.0616012705882353,-0.053,"REZ1",-1.16228812430633
"Jose Salvador","sa3006482",-9.99029e-05,NA,NA,NA
"Jose Santamaria","sa3008373",-0.0185582,NA,NA,NA
"Jose Serrano","sa3019597",-9.99029e-05,NA,NA,NA
"Jose Silvestre","sa3023849",-9.99029e-05,NA,NA,NA
"Jose Soriano","22100",1.82482470588235,1.539,"REZ1",1.18572105645377
"Jose Suarez","19911",0.427117058823529,0.52,"REZ1",0.821378959276018
"Jose Ulloa","sa3010836",-0.0242163,NA,NA,NA
"Jose Urbina","sa3022218",-9.99029e-05,NA,NA,NA
"Jose Urena","11589",-0.130979976470588,-0.675,"REZ1",0.194044409586057
"Jose Urquidy","18413",0.165331217654545,0.03,"REZ1",5.51104058848485
"Jose Varela","sa3021987",-9.99029e-05,NA,NA,NA
"Jose Vasquez","sa3022116",-9.99029e-05,NA,NA,NA
"Joseilyn Gonzalez","sa3018910",-0.0232405,NA,NA,NA
"Joseph Hernandez","sa3006385",-0.0179807,NA,NA,NA
"Joseph Herrera","sa3024471",-9.99029e-05,NA,NA,NA
"Joseph King","sa3020857",-0.0101652,NA,NA,NA
"Joseph Menefee","sa3020443",-0.0113831,NA,NA,NA
"Joseph Montalvo","sa3018802",-9.99029e-05,NA,NA,NA
"Joseph Yabbour","sa3021980",-0.022012,NA,NA,NA
"Josh Bortka","sa3020596",-0.0187582,NA,NA,NA
"Josh Bostick","sa3022857",-9.99029e-05,NA,NA,NA
"Josh Dye","sa3007485",-0.0026111,NA,NA,NA
"Josh Ekness","sa3023204",-0.0253185275,NA,NA,NA
"Josh Fleming","20418",0.204554791454545,0.489,"REZ1",0.418312456962261
"Josh Gessner","sa3011658",-0.0218402,NA,NA,NA
"Josh Green","sa3006701",-0.09139866,NA,NA,NA
"Josh Grosz","sa3023478",-9.99029e-05,NA,NA,NA
"Josh Hader","14212",0.917440823529412,0.051,"REZ1",17.9890357554787
"Josh Hansell","sa3023158",-9.99029e-05,NA,NA,NA
"Josh Harlow","sa3022914",-0.0195169,NA,NA,NA
"Josh Hejka","sa3011152",-0.12879635,NA,NA,NA
"Josh Hendrickson","sa3011196",-9.99029e-05,NA,NA,NA
"Josh James","16794",-0.07410313,NA,NA,NA
"Josh Knoth","sa3023420",-9.99029e-05,NA,NA,NA
"Josh Lindblom","7882",-0.00600364,NA,NA,NA
"Josh Maciejewski","21310",0.22118414125,0.046,"REZ1",4.80835089673913
"Josh Mollerus","sa3022666",-0.0158468,NA,NA,NA
"Josh Osich","11528",-0.000900259,NA,NA,NA
"Josh Roberson","sa3007721",-0.13613852,NA,NA,NA
"Josh Rogers","18510",0.00130612083333333,-0.109,"REZ1",-0.0119827599388379
"Josh Sborz","18323",0.224741988235294,0.257,"REZ1",0.874482444495308
"Josh Simpson","sa1053035",0.0373166633333333,NA,NA,NA
"Josh Smith","sa3009923",-0.00513242,NA,NA,NA
"Josh Staumont","18335",0.0967313423529412,0.376,"REZ1",0.257264208385482
"Josh Stephan","sa3015286",0.28548454855,NA,NA,NA
"Josh Swales","sa3017753",-0.0198085,NA,NA,NA
"Josh Taylor","17359",0.0217170375,-0.217,"REZ1",-0.100078513824885
"Josh Timmerman","sa3023098",-9.99029e-05,NA,NA,NA
"Josh Tomlin","9388",-0.0089241,NA,NA,NA
"Josh Trentadue","sa3023010",-9.99029e-05,NA,NA,NA
"Josh Walker","23617",0.204520764705882,0.632,"REZ1",0.323608804914371
"Josh White","sa3019953",-0.0055502,NA,NA,NA
"Josh Winckowski","22387",0.335566317647059,0.233,"REZ1",1.4401987881848
"Josh Winder","24606",0.296799341818182,0.767,"REZ1",0.386961332227095
"Josh Wolf","sa3011638",-0.0172692,NA,NA,NA
"Joshawn Lampson","sa3021512",-9.99029e-05,NA,NA,NA
"Joshua Cornielly","sa3005890",-0.17218113,NA,NA,NA
"Joshua Loeschorn","sa3020837",-0.0108007,NA,NA,NA
"Joshua Quezada","sa3021789",-9.99029e-05,NA,NA,NA
"Josiah Gray","24580",0.22572966,0.985,"REZ1",0.22916716751269
"Josias De Los Santos","sa3006508",-0.022146,NA,NA,NA
"Josimar Cousin","sa3021579",-0.013742365,NA,NA,NA
"Josmar Acevedo","sa3019062",-9.99029e-05,NA,NA,NA
"Josnier Parra","sa3021488",-0.0327605,NA,NA,NA
"Jostin Florentino","sa3021510",-9.99029e-05,NA,NA,NA
"Josue Arias","sa3018350",-9.99029e-05,NA,NA,NA
"Josue Carmona","sa3017979",-0.0340928,NA,NA,NA
"Josue Panacual","sa3010568",-9.99029e-05,NA,NA,NA
"Jovani Moran","20422",0.0147767714285714,0.039,"REZ1",0.378891575091575
"Jovi Galvez","sa3018837",-0.0450698,NA,NA,NA
"Juan Abreu","sa3017200",-0.0252944,NA,NA,NA
"Juan Amarante","sa3019048",-9.99029e-05,NA,NA,NA
"Juan Archbold","sa3021543",-9.99029e-05,NA,NA,NA
"Juan Arnaud","sa3018294",-0.0250999,NA,NA,NA
"Juan Bello","sa3019615",-9.99029e-05,NA,NA,NA
"Juan Burgos","sa3009272",-0.0145873,NA,NA,NA
"Juan Carela","sa3009237",0.14732654855,NA,NA,NA
"Juan Cota","sa3021984",-9.99029e-05,NA,NA,NA
"Juan Daniel Encarnacion","sa3008697",0.02510594855,NA,NA,NA
"Juan De La Cruz","sa3019171",-9.99029e-05,NA,NA,NA
"Juan De Los Santos","sa3010808",-0.0164491,NA,NA,NA
"Juan Duran","sa3022262",-0.0320195,NA,NA,NA
"Juan Henriquez","sa3022136",-0.0345006,NA,NA,NA
"Juan Hillman","sa874796",-0.01183460145,NA,NA,NA
"Juan Manuel Abril","sa3002921",-0.0229475,NA,NA,NA
"Juan Martinez","sa3009219",-0.0207124,NA,NA,NA
"Juan Martinez","sa3016278",-9.99029e-05,NA,NA,NA
"Juan Mateo","sa3015279",-0.0217511,NA,NA,NA
"Juan Mejia","sa3002949",-0.00612358,NA,NA,NA
"Juan Mejia","sa3003159",-0.10735206,NA,NA,NA
"Juan Mendez","sa3015336",-0.0161785,NA,NA,NA
"Juan Mercedes","sa3002818",0.12484754855,NA,NA,NA
"Juan Mercedes","sa3019563",-0.0158112,NA,NA,NA
"Juan Minaya","10341",-0.00551683,NA,NA,NA
"Juan Morillo","sa917772",-0.22271011,NA,NA,NA
"Juan Nunez","sa3015464",-0.05355114,NA,NA,NA
"Juan Nunez","sa3019504",-9.99029e-05,NA,NA,NA
"Juan Nunez","sa828600",-0.427475005,NA,NA,NA
"Juan Oramas","sa3018853",-0.0325066,NA,NA,NA
"Juan Ortega","sa3019190",-0.0396781,NA,NA,NA
"Juan Ozuna","sa3019085",-0.0345808,NA,NA,NA
"Juan Pablo Lopez","sa3004647",-9.99029e-05,NA,NA,NA
"Juan Pinto","sa3018295",-9.99029e-05,NA,NA,NA
"Juan Rasquin","sa3021781",-9.99029e-05,NA,NA,NA
"Juan Reynoso","sa3017790",-0.0247438,NA,NA,NA
"Juan Rodriguez","sa3016615",-0.0262997,NA,NA,NA
"Juan Rojas","sa3016285",-9.99029e-05,NA,NA,NA
"Juan Salas","sa3016216",-9.99029e-05,NA,NA,NA
"Juan Sanchez","sa3005444",-0.19065668,NA,NA,NA
"Juan Sanchez","sa3018360",-0.0253908,NA,NA,NA
"Juan Severino","sa3016290",-0.034029,NA,NA,NA
"Juan Soto","sa3016025",-9.99029e-05,NA,NA,NA
"Juan Then","22828",-0.00262835416666667,0.303,"REZ1",-0.00867443619361938
"Juan Valera","sa3021570",-9.99029e-05,NA,NA,NA
"Juan Zapata","sa3005452",-0.19060655,NA,NA,NA
"Juanmi Vasquez","sa3020344",-0.0244233,NA,NA,NA
"Juaron WattsBrown","sa3023352",-9.99029e-05,NA,NA,NA
"Julian Aguiar","30031",0.261245457125,-0.121,"REZ1",-2.15905336466942
"Julian Bosnic","sa3020734",-0.0168934,NA,NA,NA
"Julian Fernandez","18341",-0.0027906,NA,NA,NA
"Julian Garcia","sa918182",-0.00400357,NA,NA,NA
"Julian Merryweather","16703",0.127327176470588,-0.108,"REZ1",-1.17895533769063
"Julian Smith","sa3010129",-0.0165379,NA,NA,NA
"Julian Valdez","sa3010656",-0.0216071,NA,NA,NA
"Julio  Marte","sa3021740",-9.99029e-05,NA,NA,NA
"Julio Bonilla","sa3011372",-0.0236605,NA,NA,NA
"Julio Dilone","sa3015085",-0.0185372,NA,NA,NA
"Julio Frias","sa873218",-0.0198958,NA,NA,NA
"Julio Goff","sa3009247",-9.99029e-05,NA,NA,NA
"Julio Mendez","sa3019580",-9.99029e-05,NA,NA,NA
"Julio Ortiz","sa3009615",-0.0223777,NA,NA,NA
"Julio Pinto","sa736965",-0.00400181,NA,NA,NA
"Julio Polanco","sa3024522",-9.99029e-05,NA,NA,NA
"Julio Ramirez","sa3019194",-0.0378746,NA,NA,NA
"Julio Robaina","sa3006817",0.16874604855,NA,NA,NA
"Julio Rodriguez","sa3007992",-0.29420158,NA,NA,NA
"Julio Rosario","sa3021492",-0.0196053,NA,NA,NA
"Julio Teheran","6797",-0.021009292875,0.06,"REZ1",-0.35015488125
"Julio Urias","14765",0.576500069357143,2.018,"REZ1",0.285678924359337
"Julio Zapata","sa3018364",-0.0288074,NA,NA,NA
"Junior Cerda","sa3016234",-0.0167825,NA,NA,NA
"Junior Fernandez","18496",0.000141407,NA,NA,NA
"Junior Flores","sa3015479",-0.0256237,NA,NA,NA
"Junior Garcia","sa737032",-0.00237914,NA,NA,NA
"Junior Guerra","5702",-0.00547614,NA,NA,NA
"Junior Mieses","sa3005258",-0.0204514,NA,NA,NA
"Junior Montero","sa3008701",-0.023177,NA,NA,NA
"Junior Pina","sa3016911",-0.0388006,NA,NA,NA
"Junior Sanchez","sa3022009",-0.0312934,NA,NA,NA
"Junior Santos","sa3005470",-0.03480368,NA,NA,NA
"Junior William","sa3016072",-0.0233108,NA,NA,NA
"Justin Anderson","16201",0.162481258823529,0.595,"REZ1",0.273077745921898
"Justin Armbruester","sa3017548",0.05586654855,NA,NA,NA
"Justin Bruihl","23779",0.0200530375,0.195,"REZ1",0.10283608974359
"Justin Bullock","sa3005213",-9.99029e-05,NA,NA,NA
"Justin Caceres","sa3018838",-0.036653,NA,NA,NA
"Justin Courtney","sa3015069",-0.00488722,NA,NA,NA
"Justin Dillon","sa659283",-0.00291613,NA,NA,NA
"Justin Dunn","19268",-9.99029e-05,NA,NA,NA
"Justin Evans","sa3014795",-0.0063746,NA,NA,NA
"Justin Fall","sa3017540",-0.0140319,NA,NA,NA
"Justin Garza","19784",-0.144077683333333,-0.226,"REZ1",0.637511873156342
"Justin Grimm","11720",-0.00516868,NA,NA,NA
"Justin Hagenman","sa3008022",0.0745016428571429,NA,NA,NA
"Justin Jarvis","sa3007775",0.21075954855,NA,NA,NA
"Justin Kelly","sa3017072",-0.217150545,NA,NA,NA
"Justin King","sa3018278",-0.04479706,NA,NA,NA
"Justin Lange","sa3014517",-9.99029e-05,NA,NA,NA
"Justin Lasko","sa1052944",-9.99029e-05,NA,NA,NA
"Justin Lawrence","17639",0.00120216070588235,-0.088,"REZ1",-0.0136609171122995
"Justin Lawson","sa3023504",-0.00661401,NA,NA,NA
"Justin Lewis","sa3008577",-9.99029e-05,NA,NA,NA
"Justin Maese","sa875002",-0.00474021,NA,NA,NA
"Justin Martinez","24453",0.977381882352941,1.02,"REZ1",0.95821753171857
"Justin Meis","sa3017207",-0.1152983,NA,NA,NA
"Justin Militello","sa3023568",-9.99029e-05,NA,NA,NA
"Justin Miller","8580",-0.00623534,NA,NA,NA
"Justin Nicolino","11754",-9.99029e-05,NA,NA,NA
"Justin Sanchez","sa3022416",-0.0224566,NA,NA,NA
"Justin Showalter","sa3025114",-0.0203492,NA,NA,NA
"Justin Slaten","25648",0.639903294117647,1.426,"REZ1",0.448740037950664
"Justin Steele","17312",3.14355647058824,3.216,"REZ1",0.977474026924202
"Justin Sterner","27694",0.0957319764705882,0.646,"REZ1",0.148191914041158
"Justin Storm","sa3022797",-0.00257044,NA,NA,NA
"Justin Topa","15145",0.264438694117647,0.758,"REZ1",0.348863712556263
"Justin Verlander","8700",1.25469647058824,0.664,"REZ1",1.88960311835578
"Justin Wilson","4301",0.298407117647059,0.698,"REZ1",0.427517360525872
"Justin Wilson","sa3008166",-0.00361426,NA,NA,NA
"Justin Wrobleski","31204",0.227273350117647,0.544,"REZ1",0.417781893598616
"Justin Yeager","sa3010825",-0.059158685,NA,NA,NA
"Justus Sheffield","17285",0.00713095,NA,NA,NA
"KC Hunt","sa3022937",0.63489004855,NA,NA,NA
"Kade McClure","sa915622",0.14394955,NA,NA,NA
"Kade Mechals","sa3020322",-0.0157004,NA,NA,NA
"Kade Morris","sa3023206",-0.14535245145,NA,NA,NA
"Kade Strowd","sa3011418",-0.03736895,NA,NA,NA
"Kai Peterson","sa3023453",-0.0129841,NA,NA,NA
"Kai Wynyard","sa3015311",-0.0111277,NA,NA,NA
"KaiWei Lin","sa919537",-0.00136603,NA,NA,NA
"KaiWei Teng","24282",-0.0225071418181818,-0.188,"REZ1",0.119718839458414
"Kaleb Bowman","sa3020745",-0.08881977,NA,NA,NA
"Kaleb Ort","20061",0.144534914117647,0.707,"REZ1",0.204434107662867
"Kaleb Roper","sa3010110",-9.99029e-05,NA,NA,NA
"Kamdyn Perry","sa3023663",-9.99029e-05,NA,NA,NA
"Kamron Fields","sa3017919",-0.0260463,NA,NA,NA
"Kannon Handy","sa3023178",-0.0192757,NA,NA,NA
"Karan Patel","sa1169765",-0.00778139,NA,NA,NA
"Karl Kauffmann","27488",-0.00985619166666667,-0.021,"REZ1",0.46934246031746
"Karlo Seijas","sa3006369",-0.0228975,NA,NA,NA
"Karlos Morales","sa3005285",-0.0139113,NA,NA,NA
"Karson Milbrandt","sa3020659",-9.99029e-05,NA,NA,NA
"Kasey Ford","sa3017099",-0.2863571,NA,NA,NA
"Kasey Kalich","sa1169633",-0.00775756,NA,NA,NA
"Kazuhisa Makita","19757",-0.00363633,NA,NA,NA
"Keagan Gillies","sa3017686",-0.11152047,NA,NA,NA
"Keaton Winn","23499",0.401880094117647,1.133,"REZ1",0.354704407870827
"Keegan Akin","19362",0.848443764705882,0.88,"REZ1",0.96414064171123
"Keegan Collett","sa3011192",-0.0167232,NA,NA,NA
"Keegan Curtis","sa3007833",-0.00675641,NA,NA,NA
"Keegan James","sa3011232",-0.0181568,NA,NA,NA
"Keegan Thompson","19795",0.179573329411765,0.575,"REZ1",0.312301442455243
"Keegan Zinn","sa3023088",-9.99029e-05,NA,NA,NA
"Keeler Morfe","sa3022239",-9.99029e-05,NA,NA,NA
"Keiber Armas","sa3023848",-9.99029e-05,NA,NA,NA
"Keider Herrera","sa3019138",-0.0337024,NA,NA,NA
"Keider Montero","22630",0.467206764705882,1.402,"REZ1",0.33324305613829
"Keiner Leon","sa3016279",-0.0235787,NA,NA,NA
"Keith Rogalla","sa829753",-0.00824573,NA,NA,NA
"Keiverson Ramirez","sa3022126",-9.99029e-05,NA,NA,NA
"Kelly Austin","sa3023264",-0.0106887,NA,NA,NA
"Kelvin Bautista","sa3006491",-0.37646392,NA,NA,NA
"Kelvin Caceres","24681",-0.138688156470588,-0.589,"REZ1",0.23546376310796
"Kelvin Carmona","sa3022140",-0.0400928,NA,NA,NA
"Kelvin LaRoche","sa3010795",-0.0209607,NA,NA,NA
"Kelvin Nunez","sa3002816",-0.0126712,NA,NA,NA
"Kelvin Perez","sa3015154",-0.023388,NA,NA,NA
"Kelvin Ramirez","sa3015492",-0.0148365,NA,NA,NA
"Kelvin Rosario","sa3022128",-9.99029e-05,NA,NA,NA
"Kelvis Salcedo","sa3021531",-9.99029e-05,NA,NA,NA
"Ken Giles","12910",-0.059409811,NA,NA,NA
"Ken Waldichuk","27681",0.335314910466667,0.516,"REZ1",0.649835097803618
"Kendal Meza","sa3022125",-9.99029e-05,NA,NA,NA
"Kendall Graveman","15514",0.01769806,0.081,"REZ1",0.218494567901235
"Kendall Williams","sa3011674",-0.21578245145,NA,NA,NA
"Kendeglys Virguez","sa3018351",-0.0213949,NA,NA,NA
"Kendry Rojas","sa3016746",-9.99029e-05,NA,NA,NA
"Keneth Quintanilla","sa3016796",-0.0330937,NA,NA,NA
"Keninson Diaz","sa3019143",-0.0313575,NA,NA,NA
"Kenley Jansen","3096",0.600484352941177,0.957,"REZ1",0.627465363574897
"Kenny Hernandez","sa943755",-9.99029e-05,NA,NA,NA
"Kenny Pinto","sa3015420",-9.99029e-05,NA,NA,NA
