"name","playerid","new_FIP","FIP","Source","FIP_adj_rate"
"John Parke","sa3003988",4.58686,NA,NA,NA
"John Rooney","sa3008417",4.447738,NA,NA,NA
"John Russell","sa3004771",4.36416,NA,NA,NA
"John Schreiber","20020",3.80016470588235,3.81,"REZ1",0.997418557974371
"John Sosa","sa3019140",7.76771,NA,NA,NA
"John Stankiewicz","sa3016001",4.68872,NA,NA,NA
"John Swanda","sa3004944",4.97301,NA,NA,NA
"John Wilson","sa3015116",5.79184,NA,NA,NA
"Johnathan Harmon","sa3020452",5.7526,NA,NA,NA
"Johnathan Lavallee","sa3017993",5.11068,NA,NA,NA
"Johnathan Rogers","sa3023182",6.99748,NA,NA,NA
"Johnny Cueto","6893",5.3921125,6.841,"REZ1",0.788205306241777
"Johnny Ray","sa3017273",5.86012,NA,NA,NA
"Johzan Oquendo","sa3015148",5.63158,NA,NA,NA
"Jojanse Torres","sa3006955",5.53748,NA,NA,NA
"Jojo Ingrassia","sa3023475",5.25696,NA,NA,NA
"Jol Concepcion","sa3002947",5.00017,NA,NA,NA
"Joldanny Genao","sa3011466",7.57738,NA,NA,NA
"Joldelanio De Los Santos","sa3018804",7.62065,NA,NA,NA
"Jon Duplantier","19546",5.229945,NA,NA,NA
"Jon Gray","14916",4.18299764705882,4.08,"REZ1",1.02524452133795
"Jon Lester","4930",5.35042,NA,NA,NA
"Jon Olczak","sa875297",4.41006,NA,NA,NA
"Jon Olsen","sa3015032",5.2949,NA,NA,NA
"Jonah Dipoto","sa3010776",5.44574,NA,NA,NA
"Jonah Hurney","sa3023417",5.93749,NA,NA,NA
"Jonah Scolaro","sa3019817",4.58779,NA,NA,NA
"Jonah Tong","sa3022324",4.402575,NA,NA,NA
"Jonaiker Castellar","sa3019755",6.94707,NA,NA,NA
"Jonalbert Rumbol","sa3023619",6.28322,NA,NA,NA
"Jonas Uzcategui","sa3019281",7.72967,NA,NA,NA
"Jonatan Bernal","sa3009271",5.66538,NA,NA,NA
"Jonathan Aro","14699",5.0209,NA,NA,NA
"Jonathan Batista","sa3019489",7.02561,NA,NA,NA
"Jonathan Bermudez","21241",5.17646666666667,5.86,"REZ1",0.883356086461889
"Jonathan Bowlan","24607",4.40339176470588,4.146,"REZ1",1.06208195000142
"Jonathan Brand","sa3020567",5.08367,NA,NA,NA
"Jonathan Cannon","31730",4.67738352941176,4.406,"REZ1",1.06159408293503
"Jonathan Edwards","sa3017811",6.57962,NA,NA,NA
"Jonathan Heasley","22224",4.75957384615385,4.522,"REZ1",1.05253733882217
"Jonathan Hennigan","sa918447",4.735,NA,NA,NA
"Jonathan Hernandez","17464",4.51740823529412,5.219,"REZ1",0.865569694442253
"Jonathan Holder","16588",4.63229,NA,NA,NA
"Jonathan Hughes","sa3014908",5.03208,NA,NA,NA
"Jonathan Jimenez","sa3022343",6.84821,NA,NA,NA
"Jonathan Loaisiga","19753",3.66438941176471,3.581,"REZ1",1.0232866271334
"Jonathan Petit","sa3016842",5.90799,NA,NA,NA
"Jonathan Pintaro","sa3024197",4.679846,NA,NA,NA
"Jonathan Russell","sa3022152",7.02827,NA,NA,NA
"Jonathan Salazar","sa3016518",6.86259,NA,NA,NA
"Jonathan Sprinkle","sa3014792",5.01151,NA,NA,NA
"Jonawel Valdez","sa3021755",6.99226,NA,NA,NA
"Joneiker Arellano","sa3018831",7.4861,NA,NA,NA
"Jonh Henriquez","sa3019819",5.97322,NA,NA,NA
"Jonney Rosario","sa3016616",6.20642,NA,NA,NA
"Jonny Cuevas","sa3017931",5.506435,NA,NA,NA
"Jordan Balazovic","21866",4.32910941176471,5.476,"REZ1",0.790560520775147
"Jordan Brink","sa829003",4.76562,NA,NA,NA
"Jordan Carr","sa3017769",4.91119,NA,NA,NA
"Jordan DiValerio","sa3014865",5.71744,NA,NA,NA
"Jordan Fowler","sa3017777",5.4869,NA,NA,NA
"Jordan Geber","sa3019958",5.07214,NA,NA,NA
"Jordan Gore","sa3004127",4.96747,NA,NA,NA
"Jordan Hicks","19618",4.12590352941177,4.378,"REZ1",0.94241743476742
"Jordan Holloway","20631",5.17233,NA,NA,NA
"Jordan Jackson","sa3018172",5.3443,NA,NA,NA
"Jordan Jones","sa3009984",5.52598,NA,NA,NA
"Jordan Leasure","29950",4.54427647058824,4.141,"REZ1",1.09738625225507
"Jordan Lyles","7593",4.72613333333333,4.089,"REZ1",1.15581641803212
"Jordan Marks","sa3018192",5.22756,NA,NA,NA
"Jordan Mikel","sa3015094",5.06297,NA,NA,NA
"Jordan Montgomery","16511",4.08969882352941,3.924,"REZ1",1.04222701924807
"Jordan Powell","sa3023534",6.61581,NA,NA,NA
"Jordan Romano","16122",4.07551882352941,4.622,"REZ1",0.881765214956602
"Jordan Sheffield","19682",5.13174,NA,NA,NA
"Jordan Valenzuela","sa3021820",7.40882,NA,NA,NA
"Jordan Weems","13190",4.73004,4.539,"REZ1",1.04208856576338
"Jordan Wicks","30094",4.27378352941176,4.433,"REZ1",0.964083809928212
"Jordan Yamamoto","17585",5.1344,NA,NA,NA
"Jordano Perez","sa3008690",5.81464,NA,NA,NA
"Jordany Chirinos","sa3022219",6.97306,NA,NA,NA
"Jordany Ventura","sa3008542",5.552235,NA,NA,NA
"Jordarlin Mendoza","sa3017321",6.87996,NA,NA,NA
"Jordi Infante","sa3021482",7.65652,NA,NA,NA
"Jordi Martinez","sa3006141",4.605115,NA,NA,NA
"Jordy Arias","sa3019177",7.2219,NA,NA,NA
"Jordy Luciano","sa3019179",6.33811,NA,NA,NA
"Jordy Vargas","sa3016052",6.32762,NA,NA,NA
"Jorge Alcala","19459",4.11961294117647,4.246,"REZ1",0.970233853315231
"Jorge Bautista","sa3008406",5.32752,NA,NA,NA
"Jorge Benitez","sa3004462",5.30636,NA,NA,NA
"Jorge De Leon","sa3016059",6.11306,NA,NA,NA
"Jorge Garcia","sa3009229",5.82358,NA,NA,NA
"Jorge Geraldo","sa3017692",7.14738,NA,NA,NA
"Jorge Gonzalez","sa3009504",6.46677,NA,NA,NA
"Jorge Guerra","sa3019578",7.67435,NA,NA,NA
"Jorge Guzman","17505",4.83711,NA,NA,NA
"Jorge Herrera","sa3022339",6.81972,NA,NA,NA
"Jorge Juan","sa3005826",5.26963,NA,NA,NA
"Jorge Lopez","14527",4.23812352941176,4.077,"REZ1",1.03952012004213
"Jorge Luna","sa3021797",6.87736,NA,NA,NA
"Jorge Marcheco","sa3018025",6.11142,NA,NA,NA
"Jorge Martinez","sa3016472",6.82532,NA,NA,NA
"Jorge Mercedes","sa3019110",4.46202,NA,NA,NA
"Jorge Minyety","sa3021752",5.54756,NA,NA,NA
"Jorge Ramos","sa3009524",5.78144,NA,NA,NA
"Jorge Rodriguez","sa3016459",6.14271,NA,NA,NA
"Jorger Petri","sa3018855",6.66341,NA,NA,NA
"Jormy Nivar","sa3022022",6.56154,NA,NA,NA
"Josan Mendez","sa3006122",4.82078,NA,NA,NA
"Josbel Garcia","sa3019250",6.56605,NA,NA,NA
"Jose  Ramirez","sa3015929",6.79762,NA,NA,NA
"Jose A Ferrer","24017",3.92403294117647,4.443,"REZ1",0.883194449960943
"Jose Acuna","sa3015331",5.66608,NA,NA,NA
"Jose Adames","sa597194",4.4779,NA,NA,NA
"Jose Aguirre","sa3016057",7.11488,NA,NA,NA
"Jose Alcantara","sa3007819",5.70148,NA,NA,NA
"Jose Alvarado","17780",3.40646117647059,3.442,"REZ1",0.989674949584715
"Jose Alvarez","5358",4.44074,NA,NA,NA
"Jose Atencio","sa3010304",5.59285,NA,NA,NA
"Jose Bello","sa3021530",6.18159,NA,NA,NA
"Jose Berrios","14168",4.34146588235294,4.163,"REZ1",1.04286953695723
"Jose Betances","sa3004867",5.17769,NA,NA,NA
"Jose Bravo","sa923839",4.93841,NA,NA,NA
"Jose Butto","23313",4.00192352941176,4.222,"REZ1",0.947873881907097
"Jose Cabrera","sa3018042",5.49952,NA,NA,NA
"Jose Castillo","17169",3.97097,NA,NA,NA
"Jose Chacin","sa917323",5.13496,NA,NA,NA
"Jose Chavez","sa3016815",6.24055,NA,NA,NA
"Jose Chavez","sa3018292",7.18809,NA,NA,NA
"Jose Chirinos","sa3018859",6.03932,NA,NA,NA
"Jose Cisnero","6399",4.33689647058824,4.342,"REZ1",0.998824613217005
"Jose Corniell","sa3015213",5.62141,NA,NA,NA
"Jose Cruz","sa3006383",5.04656,NA,NA,NA
"Jose Cruz","sa3024843",5.40972,NA,NA,NA
"Jose Cuas","17701",4.58401176470588,4.513,"REZ1",1.01573493567602
"Jose Davila","sa3015092",5.83377,NA,NA,NA
"Jose De La Rosa","sa3024590",7.23767,NA,NA,NA
"Jose De Leon","15463",4.3389,4.96,"REZ1",0.874778225806452
"Jose Diaz","sa3005709",6.2804,NA,NA,NA
"Jose Dicochea","sa3011497",6.14099,NA,NA,NA
"Jose E Hernandez","22318",4.65050266666667,5.324,"REZ1",0.873497871274731
"Jose E Martinez","sa3002796",5.33296,NA,NA,NA
"Jose Espada","21131",4.61262142857143,5.304,"REZ1",0.869649590605473
"Jose Felipe Torres","sa3018849",7.22474,NA,NA,NA
"Jose Feliz","sa3024069",6.61006,NA,NA,NA
"Jose Fermin","sa3023455",4.68151,NA,NA,NA
"Jose Fernandez","sa3018346",6.39256,NA,NA,NA
"Jose Fleury","sa3019255",4.84701,NA,NA,NA
"Jose Franco","sa3008714",5.90374,NA,NA,NA
"Jose Garces","sa3015490",7.50584,NA,NA,NA
"Jose Geraldo","sa3006070",4.85637,NA,NA,NA
"Jose Geraldo","sa3016295",5.687455,NA,NA,NA
"Jose Gomez","sa3019253",6.30794,NA,NA,NA
"Jose Gonzalez","sa3009473",7.08421,NA,NA,NA
"Jose Gonzalez","sa3015415",5.37562,NA,NA,NA
"Jose Gonzalez","sa3016249",6.67712,NA,NA,NA
"Jose Guedez","sa3019682",5.73656,NA,NA,NA
"Jose Guevara","sa3023823",6.75497,NA,NA,NA
"Jose Jimenez","sa3011595",6.19918,NA,NA,NA
"Jose Leandro","sa3019651",7.11639,NA,NA,NA
"Jose Leclerc","14524",3.97674235294118,4.352,"REZ1",0.913773518598616
"Jose Linares","sa3019616",7.18656,NA,NA,NA
"Jose Lopez","22982",4.56720714285714,5.316,"REZ1",0.859143555842201
"Jose Luis Reyes","sa3015304",5.96765,NA,NA,NA
"Jose Marte","21761",4.642975,4.838,"REZ1",0.959688921041753
"Jose Martinez","sa3022207",6.80604,NA,NA,NA
"Jose Mendoza","sa3018316",7.28476,NA,NA,NA
"Jose Meneses","sa3019158",7.46656,NA,NA,NA
"Jose Miguel Gonzalez","sa3003139",6.06017,NA,NA,NA
"Jose Montero","sa3018312",5.92651,NA,NA,NA
"Jose Montilla","sa3003102",4.95479,NA,NA,NA
"Jose Moreno","sa3003113",6.23581,NA,NA,NA
"Jose Mujica","17821",5.36722,NA,NA,NA
"Jose Ojeda","sa3019480",7.85092,NA,NA,NA
"Jose Olivares","sa3016267",6.22319,NA,NA,NA
"Jose Pena Jr","sa3017821",6.47458,NA,NA,NA
"Jose Pinto","sa3021993",7.16839,NA,NA,NA
"Jose Quezada","sa3008375",4.66849,NA,NA,NA
"Jose Quijada","19200",4.12675176470588,4.288,"REZ1",0.962395467515364
"Jose Quintana","11423",4.50254,4.763,"REZ1",0.945315977325215
"Jose Ramirez","sa3006702",5.51017,NA,NA,NA
"Jose Ramirez","sa3019479",7.73515,NA,NA,NA
"Jose Regalado","sa3022049",7.41886,NA,NA,NA
"Jose Rengel","sa3021790",6.58404,NA,NA,NA
"Jose Rodriguez","17860",4.7128,5.276,"REZ1",0.89325246398787
"Jose Rodriguez","sa3015437",5.29496,NA,NA,NA
"Jose Rojas","sa3015486",7.21929,NA,NA,NA
"Jose Romero","sa3015483",5.85122,NA,NA,NA
"Jose Romero","sa3021791",6.52791,NA,NA,NA
"Jose Ruiz","14552",4.39256470588235,4.815,"REZ1",0.912266813267363
"Jose Salvador","sa3006482",5.47477,NA,NA,NA
"Jose Santamaria","sa3008373",5.78184,NA,NA,NA
"Jose Serrano","sa3019597",6.88311,NA,NA,NA
"Jose Silvestre","sa3023849",7.05581,NA,NA,NA
"Jose Soriano","22100",4.05686,4.055,"REZ1",1.00045869297164
"Jose Suarez","19911",4.29389411764706,4.486,"REZ1",0.957176575489759
"Jose Ulloa","sa3010836",6.48689,NA,NA,NA
"Jose Urbina","sa3022218",6.50792,NA,NA,NA
"Jose Urena","11589",4.84117764705882,5.241,"REZ1",0.92371258291525
"Jose Urquidy","18413",5.03254181818182,5.879,"REZ1",0.856020040514002
"Jose Varela","sa3021987",6.95296,NA,NA,NA
"Jose Vasquez","sa3022116",7.13404,NA,NA,NA
"Joseilyn Gonzalez","sa3018910",6.5363,NA,NA,NA
"Joseph Hernandez","sa3006385",5.9231,NA,NA,NA
"Joseph Herrera","sa3024471",7.15931,NA,NA,NA
"Joseph King","sa3020857",5.14121,NA,NA,NA
"Joseph Menefee","sa3020443",5.65239,NA,NA,NA
"Joseph Montalvo","sa3018802",5.42038,NA,NA,NA
"Joseph Yabbour","sa3021980",6.56482,NA,NA,NA
"Josh Bortka","sa3020596",6.2055,NA,NA,NA
"Josh Bostick","sa3022857",5.70358,NA,NA,NA
"Josh Dye","sa3007485",4.55699,NA,NA,NA
"Josh Ekness","sa3023204",4.6196425,NA,NA,NA
"Josh Fleming","20418",4.32304909090909,4.33,"REZ1",0.99839470921688
"Josh Gessner","sa3011658",6.34315,NA,NA,NA
"Josh Green","sa3006701",4.843565,NA,NA,NA
"Josh Grosz","sa3023478",5.30024,NA,NA,NA
"Josh Hader","14212",3.4242,4.4,"REZ1",0.778227272727273
"Josh Hansell","sa3023158",5.95839,NA,NA,NA
"Josh Harlow","sa3022914",5.9073,NA,NA,NA
"Josh Hejka","sa3011152",4.995425,NA,NA,NA
"Josh Hendrickson","sa3011196",5.40964,NA,NA,NA
"Josh James","16794",4.92231,NA,NA,NA
"Josh Knoth","sa3023420",5.88086,NA,NA,NA
"Josh Lindblom","7882",4.856,NA,NA,NA
"Josh Maciejewski","21310",4.65259166666667,5.79,"REZ1",0.803556419113414
"Josh Mollerus","sa3022666",5.7954,NA,NA,NA
"Josh Osich","11528",4.40678,NA,NA,NA
"Josh Roberson","sa3007721",4.980405,NA,NA,NA
"Josh Rogers","18510",5.14702083333333,4.86,"REZ1",1.05905778463649
"Josh Sborz","18323",3.62216235294118,3.562,"REZ1",1.01689004855171
"Josh Simpson","sa1053035",4.20625833333333,NA,NA,NA
"Josh Smith","sa3009923",4.77817,NA,NA,NA
"Josh Staumont","18335",4.40118705882353,4.473,"REZ1",0.983945240067858
"Josh Stephan","sa3015286",4.6809,NA,NA,NA
"Josh Swales","sa3017753",6.0878,NA,NA,NA
"Josh Taylor","17359",4.11407916666667,4.561,"REZ1",0.902012533801067
"Josh Timmerman","sa3023098",5.96945,NA,NA,NA
"Josh Tomlin","9388",5.11464,NA,NA,NA
"Josh Trentadue","sa3023010",5.76176,NA,NA,NA
"Josh Walker","23617",3.92127294117647,3.302,"REZ1",1.1875448035059
"Josh White","sa3019953",4.80901,NA,NA,NA
"Josh Winckowski","22387",3.97226705882353,4.068,"REZ1",0.976466828619353
"Josh Winder","24606",4.21951636363636,4.315,"REZ1",0.977871694933109
"Josh Wolf","sa3011638",5.48518,NA,NA,NA
"Joshawn Lampson","sa3021512",7.22766,NA,NA,NA
"Joshua Cornielly","sa3005890",4.80111,NA,NA,NA
"Joshua Loeschorn","sa3020837",5.30886,NA,NA,NA
"Joshua Quezada","sa3021789",6.7941,NA,NA,NA
"Josiah Gray","24580",4.87933411764706,4.593,"REZ1",1.06234141468475
"Josias De Los Santos","sa3006508",6.2991,NA,NA,NA
"Josimar Cousin","sa3021579",4.906725,NA,NA,NA
"Josmar Acevedo","sa3019062",7.13925,NA,NA,NA
"Josnier Parra","sa3021488",7.2673,NA,NA,NA
"Jostin Florentino","sa3021510",6.61591,NA,NA,NA
"Josue Arias","sa3018350",7.0623,NA,NA,NA
"Josue Carmona","sa3017979",7.39006,NA,NA,NA
"Josue Panacual","sa3010568",5.62964,NA,NA,NA
"Jovani Moran","20422",4.24642142857143,4.92,"REZ1",0.863093786295006
"Jovi Galvez","sa3018837",8.27522,NA,NA,NA
"Juan Abreu","sa3017200",6.68904,NA,NA,NA
"Juan Amarante","sa3019048",6.08346,NA,NA,NA
"Juan Archbold","sa3021543",7.20347,NA,NA,NA
"Juan Arnaud","sa3018294",6.45658,NA,NA,NA
"Juan Bello","sa3019615",5.82942,NA,NA,NA
"Juan Burgos","sa3009272",5.36505,NA,NA,NA
"Juan Carela","sa3009237",5.269195,NA,NA,NA
"Juan Cota","sa3021984",7.06806,NA,NA,NA
"Juan Daniel Encarnacion","sa3008697",5.22124,NA,NA,NA
"Juan De La Cruz","sa3019171",6.4767,NA,NA,NA
"Juan De Los Santos","sa3010808",5.6805,NA,NA,NA
"Juan Duran","sa3022262",7.19914,NA,NA,NA
"Juan Henriquez","sa3022136",7.42769,NA,NA,NA
"Juan Hillman","sa874796",5.169155,NA,NA,NA
"Juan Manuel Abril","sa3002921",6.75525,NA,NA,NA
"Juan Martinez","sa3009219",6.21756,NA,NA,NA
"Juan Martinez","sa3016278",6.33419,NA,NA,NA
"Juan Mateo","sa3015279",6.11006,NA,NA,NA
"Juan Mejia","sa3002949",4.8666,NA,NA,NA
"Juan Mejia","sa3003159",5.051568,NA,NA,NA
"Juan Mendez","sa3015336",5.73715,NA,NA,NA
"Juan Mercedes","sa3002818",4.870335,NA,NA,NA
"Juan Mercedes","sa3019563",5.70516,NA,NA,NA
"Juan Minaya","10341",4.813,NA,NA,NA
"Juan Morillo","sa917772",4.90422,NA,NA,NA
"Juan Nunez","sa3015464",5.101536,NA,NA,NA
"Juan Nunez","sa3019504",6.27906,NA,NA,NA
"Juan Nunez","sa828600",5.86231,NA,NA,NA
"Juan Oramas","sa3018853",7.24394,NA,NA,NA
"Juan Ortega","sa3019190",7.90746,NA,NA,NA
"Juan Ozuna","sa3019085",7.43509,NA,NA,NA
"Juan Pablo Lopez","sa3004647",5.64762,NA,NA,NA
"Juan Pinto","sa3018295",7.0001,NA,NA,NA
"Juan Rasquin","sa3021781",7.08012,NA,NA,NA
"Juan Reynoso","sa3017790",6.527,NA,NA,NA
"Juan Rodriguez","sa3016615",6.50356,NA,NA,NA
"Juan Rojas","sa3016285",5.92949,NA,NA,NA
"Juan Salas","sa3016216",5.82148,NA,NA,NA
"Juan Sanchez","sa3005444",4.801765,NA,NA,NA
"Juan Sanchez","sa3018360",6.43338,NA,NA,NA
"Juan Severino","sa3016290",7.26564,NA,NA,NA
"Juan Soto","sa3016025",6.5838,NA,NA,NA
"Juan Then","22828",5.04245833333333,5.124,"REZ1",0.984086325787145
"Juan Valera","sa3021570",6.05571,NA,NA,NA
"Juan Zapata","sa3005452",5.490255,NA,NA,NA
"Juanmi Vasquez","sa3020344",6.44438,NA,NA,NA
"Juaron WattsBrown","sa3023352",5.6122,NA,NA,NA
"Julian Aguiar","30031",5.2968125,5.898,"REZ1",0.898069260766362
"Julian Bosnic","sa3020734",5.85519,NA,NA,NA
"Julian Fernandez","18341",4.6797,NA,NA,NA
"Julian Garcia","sa918182",4.67864,NA,NA,NA
"Julian Merryweather","16703",3.88703647058824,4.064,"REZ1",0.956455824455767
"Julian Smith","sa3010129",5.79341,NA,NA,NA
"Julian Valdez","sa3010656",6.25032,NA,NA,NA
"Julio  Marte","sa3021740",5.97698,NA,NA,NA
"Julio Bonilla","sa3011372",6.41109,NA,NA,NA
"Julio Dilone","sa3015085",5.9732,NA,NA,NA
"Julio Frias","sa873218",6.09568,NA,NA,NA
"Julio Goff","sa3009247",6.05692,NA,NA,NA
"Julio Mendez","sa3019580",6.06584,NA,NA,NA
"Julio Ortiz","sa3009615",6.25878,NA,NA,NA
"Julio Pinto","sa736965",4.67848,NA,NA,NA
"Julio Polanco","sa3024522",7.05427,NA,NA,NA
"Julio Ramirez","sa3019194",7.7399,NA,NA,NA
"Julio Robaina","sa3006817",4.876655,NA,NA,NA
"Julio Rodriguez","sa3007992",5.039695,NA,NA,NA
"Julio Rosario","sa3021492",6.1175,NA,NA,NA
"Julio Teheran","6797",5.2613375,6.244,"REZ1",0.842622918001281
"Julio Urias","14765",5.27042857142857,7.665,"REZ1",0.68759668250862
"Julio Zapata","sa3018364",6.90454,NA,NA,NA
"Junior Cerda","sa3016234",5.81538,NA,NA,NA
"Junior Fernandez","18496",4.35808,NA,NA,NA
"Junior Flores","sa3015479",6.20754,NA,NA,NA
"Junior Garcia","sa737032",4.5366,NA,NA,NA
"Junior Guerra","5702",4.95965,NA,NA,NA
"Junior Mieses","sa3005258",6.14585,NA,NA,NA
"Junior Montero","sa3008701",6.39165,NA,NA,NA
"Junior Pina","sa3016911",7.82587,NA,NA,NA
"Junior Sanchez","sa3022009",7.13241,NA,NA,NA
"Junior Santos","sa3005470",4.969875,NA,NA,NA
"Junior William","sa3016072",6.23932,NA,NA,NA
"Justin Anderson","16201",4.40047647058824,4.235,"REZ1",1.03907354677408
"Justin Armbruester","sa3017548",5.34237,NA,NA,NA
"Justin Bruihl","23779",4.51485416666667,4.538,"REZ1",0.994899551931835
"Justin Bullock","sa3005213",5.45979,NA,NA,NA
"Justin Caceres","sa3018838",7.62667,NA,NA,NA
"Justin Courtney","sa3015069",4.66467,NA,NA,NA
"Justin Dillon","sa659283",4.58291,NA,NA,NA
"Justin Dunn","19268",5.79199,NA,NA,NA
"Justin Evans","sa3014795",4.88789,NA,NA,NA
"Justin Fall","sa3017540",5.56884,NA,NA,NA
"Justin Garza","19784",4.593275,5.038,"REZ1",0.911725883287018
"Justin Grimm","11720",4.78227,NA,NA,NA
"Justin Hagenman","sa3008022",4.29670428571429,NA,NA,NA
"Justin Jarvis","sa3007775",5.068785,NA,NA,NA
"Justin Kelly","sa3017072",5.12911,NA,NA,NA
"Justin King","sa3018278",4.58064,NA,NA,NA
"Justin Lange","sa3014517",5.93161,NA,NA,NA
"Justin Lasko","sa1052944",5.11011,NA,NA,NA
"Justin Lawrence","17639",4.40841529411765,4.67,"REZ1",0.943986144350674
"Justin Lawson","sa3023504",4.81532,NA,NA,NA
"Justin Lewis","sa3008577",5.18122,NA,NA,NA
"Justin Maese","sa875002",4.83116,NA,NA,NA
"Justin Martinez","24453",3.17118470588235,3.029,"REZ1",1.04694113763036
"Justin Meis","sa3017207",5.21049,NA,NA,NA
"Justin Militello","sa3023568",7.29804,NA,NA,NA
"Justin Miller","8580",4.87648,NA,NA,NA
"Justin Nicolino","11754",5.4936,NA,NA,NA
"Justin Sanchez","sa3022416",6.39986,NA,NA,NA
"Justin Showalter","sa3025114",6.13661,NA,NA,NA
"Justin Slaten","25648",3.71644352941177,3.198,"REZ1",1.16211492476916
"Justin Steele","17312",3.38312941176471,2.869,"REZ1",1.17920160744674
"Justin Sterner","27694",4.39896823529412,4.095,"REZ1",1.07422911728794
"Justin Storm","sa3022797",4.54648,NA,NA,NA
"Justin Topa","15145",3.72028352941176,3.2,"REZ1",1.16258860294118
"Justin Verlander","8700",4.23860705882353,4.143,"REZ1",1.02307677017223
"Justin Wilson","4301",3.98141294117647,3.416,"REZ1",1.16551901088304
"Justin Wilson","sa3008166",4.72905,NA,NA,NA
"Justin Wrobleski","31204",4.38138588235294,4.029,"REZ1",1.08746236841721
"Justin Yeager","sa3010825",4.647345,NA,NA,NA
"Justus Sheffield","17285",5.066365,NA,NA,NA
"KC Hunt","sa3022937",4.080885,NA,NA,NA
"Kade McClure","sa915622",4.6869,NA,NA,NA
"Kade Mechals","sa3020322",5.71827,NA,NA,NA
"Kade Morris","sa3023206",5.17657,NA,NA,NA
"Kade Strowd","sa3011418",4.37190166666667,NA,NA,NA
"Kai Peterson","sa3023453",5.41656,NA,NA,NA
"Kai Wynyard","sa3015311",5.36781,NA,NA,NA
"KaiWei Lin","sa919537",4.44764,NA,NA,NA
"KaiWei Teng","24282",4.52872727272727,4.34,"REZ1",1.04348554671135
"Kaleb Bowman","sa3020745",4.790805,NA,NA,NA
"Kaleb Ort","20061",4.13983529411765,3.131,"REZ1",1.32220865350292
"Kaleb Roper","sa3010110",4.77926,NA,NA,NA
"Kamdyn Perry","sa3023663",6.32659,NA,NA,NA
"Kamron Fields","sa3017919",6.65247,NA,NA,NA
"Kannon Handy","sa3023178",6.39384,NA,NA,NA
"Karan Patel","sa1169765",5.0124,NA,NA,NA
"Karl Kauffmann","27488",5.45717083333333,4.892,"REZ1",1.11552960615972
"Karlo Seijas","sa3006369",6.3672,NA,NA,NA
"Karlos Morales","sa3005285",5.55805,NA,NA,NA
"Karson Milbrandt","sa3020659",6.07524,NA,NA,NA
"Kasey Ford","sa3017099",5.53466,NA,NA,NA
"Kasey Kalich","sa1169633",5.01029,NA,NA,NA
"Kazuhisa Makita","19757",4.64719,NA,NA,NA
"Keagan Gillies","sa3017686",4.79594,NA,NA,NA
"Keaton Winn","23499",3.87634117647059,4.13,"REZ1",0.938581398661159
"Keegan Akin","19362",3.53142705882353,3.934,"REZ1",0.897668291515895
"Keegan Collett","sa3011192",5.81006,NA,NA,NA
"Keegan Curtis","sa3007833",4.92256,NA,NA,NA
"Keegan James","sa3011232",5.93895,NA,NA,NA
"Keegan Thompson","19795",4.23176352941177,4.41,"REZ1",0.959583566760037
"Keegan Zinn","sa3023088",7.0791,NA,NA,NA
"Keeler Morfe","sa3022239",6.18968,NA,NA,NA
"Keiber Armas","sa3023848",6.90557,NA,NA,NA
"Keider Herrera","sa3019138",7.35407,NA,NA,NA
"Keider Montero","22630",4.42823764705882,4.25,"REZ1",1.04193826989619
"Keiner Leon","sa3016279",6.42899,NA,NA,NA
"Keith Rogalla","sa829753",5.05356,NA,NA,NA
"Keiverson Ramirez","sa3022126",6.5581,NA,NA,NA
"Kelly Austin","sa3023264",5.37166,NA,NA,NA
"Kelvin Bautista","sa3006491",5.54576,NA,NA,NA
"Kelvin Caceres","24681",4.74772823529412,4.679,"REZ1",1.01468865896433
"Kelvin Carmona","sa3022140",7.94605,NA,NA,NA
"Kelvin LaRoche","sa3010795",6.19187,NA,NA,NA
"Kelvin Nunez","sa3002816",5.44726,NA,NA,NA
"Kelvin Perez","sa3015154",6.41169,NA,NA,NA
"Kelvin Ramirez","sa3015492",5.76656,NA,NA,NA
"Kelvin Rosario","sa3022128",6.85096,NA,NA,NA
"Kelvis Salcedo","sa3021531",6.46539,NA,NA,NA
"Ken Giles","12910",4.4901,NA,NA,NA
"Ken Waldichuk","27681",4.85469777777778,5.424,"REZ1",0.895040150770239
"Kendal Meza","sa3022125",7.04395,NA,NA,NA
"Kendall Graveman","15514",4.32471882352941,4.751,"REZ1",0.910275483799076
"Kendall Williams","sa3011674",5.793635,NA,NA,NA
"Kendeglys Virguez","sa3018351",6.07306,NA,NA,NA
"Kendry Rojas","sa3016746",5.33939,NA,NA,NA
"Keneth Quintanilla","sa3016796",7.29798,NA,NA,NA
"Keninson Diaz","sa3019143",7.1383,NA,NA,NA
"Kenley Jansen","3096",3.97353176470588,4.384,"REZ1",0.90637129669386
"Kenny Hernandez","sa943755",4.84682,NA,NA,NA
"Kenny Pinto","sa3015420",7.00137,NA,NA,NA
"Kenny Rosenberg","20009",4.86580727272727,5.081,"REZ1",0.957647564008517
"Kent Emanuel","15849",4.49045,5.267,"REZ1",0.852563128915891
"Kent Hasler","sa3015089",4.55726,NA,NA,NA
"Kenta Maeda","18498",4.45038352941176,4.947,"REZ1",0.899612599436379
"Kenten Egbert","sa3023500",5.73826,NA,NA,NA
"Kenya Huggins","sa3020609",6.19622,NA,NA,NA
"Kenyi Perez","sa3016008",6.91682,NA,NA,NA
"Kenyon Yovan","sa3016839",5.23741,NA,NA,NA
"Keone Kela","14696",4.63166,NA,NA,NA
