"name","playerid","new_W","W","Source","W_adj_rate"
"Jeremy WuYelland","sa3014520",0.0427,NA,NA,NA
"Jermayne Verdu","sa3024269",0.0332,NA,NA,NA
"Jerming Rosario","sa3008678",2.525,NA,NA,NA
"Jerson Alejandro","sa3021533",0.0313,NA,NA,NA
"Jerson Ramirez","sa3006541",0.0454,NA,NA,NA
"Jervis Alfaro","sa3022113",0.039,NA,NA,NA
"Jesael Cabrera","sa3018300",0.0314,NA,NA,NA
"Jesse Bergin","sa3017133",0.0414,NA,NA,NA
"Jesse Biddle","11437",0.0478,NA,NA,NA
"Jesse Chavez","5448",1.57740352941176,2.192,"REZ1",0.719618398454272
"Jesse Hahn","13287",1.024,NA,NA,NA
"Jesse Scholtens","19205",1.28245447272727,2.469,"REZ1",0.519422629699179
"Jesse Wainscott","sa3023415",0.0387,NA,NA,NA
"Jesus  Palacios","sa3018860",0.0356,NA,NA,NA
"Jesus A Rodriguez","sa3016281",0.0376,NA,NA,NA
"Jesus Broca","sa3022905",0.0413,NA,NA,NA
"Jesus Carrera","sa3022377",0.0348,NA,NA,NA
"Jesus Clode","sa3015491",0.0367,NA,NA,NA
"Jesus Colina","sa3019776",0.0312,NA,NA,NA
"Jesus Cruz","20042",0.0499,NA,NA,NA
"Jesus Cruz","sa3008699",0.0401,NA,NA,NA
"Jesus Flores","sa3021519",0.0392,NA,NA,NA
"Jesus Garcia","sa3022018",0.033,NA,NA,NA
"Jesus Gonzalez","sa3006069",0.0473,NA,NA,NA
"Jesus Linarez","sa832333",0.0417,NA,NA,NA
"Jesus Liranzo","sa658076",1.52385,NA,NA,NA
"Jesus Lopez","sa3021485",0.0316,NA,NA,NA
"Jesus Lopez","sa3021529",0.0364,NA,NA,NA
"Jesus Luna","sa3015925",0.0446,NA,NA,NA
"Jesus Luzardo","19959",8.24191411764706,6.206,"REZ1",1.32805577145457
"Jesus Mendez","sa3019295",0.0366,NA,NA,NA
"Jesus Poline","sa3021032",0.0359,NA,NA,NA
"Jesus Rios","sa3021471",0.0398,NA,NA,NA
"Jesus Rivero","sa3017012",0.0372,NA,NA,NA
"Jesus Silverio","sa3016467",0.0356,NA,NA,NA
"Jesus Tillero","sa3021010",0.0319,NA,NA,NA
"Jesus Tinoco","16300",2.87471058823529,4.37,"REZ1",0.65782850989366
"Jesus Valdez","sa3015474",0.0375,NA,NA,NA
"Jesus Valles","sa3005866",0.0367,NA,NA,NA
"Jesus Vargas","sa877526",0.0542,NA,NA,NA
"Jeter Martinez","sa3021738",0.0333,NA,NA,NA
"Jeurys Familia","5114",0.9675,3.267,"REZ1",0.296143250688705
"Jeyson Mejia","sa3022170",0.0358,NA,NA,NA
"Jhan Marinez","5830",0.044,NA,NA,NA
"Jhan Zambrano","sa3009472",0.0401,NA,NA,NA
"Jhancarlos Lara","sa3019367",1.52765,NA,NA,NA
"Jharel Cotton","13654",0.046,NA,NA,NA
"Jharold Clemente","sa3022327",0.0331,NA,NA,NA
"Jhemiangel Tovar","sa3022329",0.0366,NA,NA,NA
"Jheremy Vicente","sa3016527",0.0307,NA,NA,NA
"Jhoan Duran","21029",5.3181,3.148,"REZ1",1.6893583227446
"Jhoan Lorenzo","sa3021799",0.0346,NA,NA,NA
"Jholbran Herder","sa3019272",0.0325,NA,NA,NA
"Jhomber Jimenez","sa3021782",0.0324,NA,NA,NA
"Jhon Cabral","sa3019299",0.032,NA,NA,NA
"Jhon Medina","sa3022121",0.0348,NA,NA,NA
"Jhon Nunez","sa3021734",0.0309,NA,NA,NA
"Jhon Romero","19940",0.048,NA,NA,NA
"Jhonatan Munoz","sa916947",0.0414,NA,NA,NA
"Jhonathan Diaz","20298",1.10263623529412,2.034,"REZ1",0.54210237723408
"Jhoniel Serrano","sa3016710",0.035,NA,NA,NA
"Jhonly Taveras","sa3018847",0.0283,NA,NA,NA
"Jhonny Felix","sa3017641",0.037,NA,NA,NA
"Jhonny Gomez","sa3016268",0.0334,NA,NA,NA
"Jhonny Jimenez","sa3016506",0.0358,NA,NA,NA
"Jhonny Martinez","sa3018844",0.035,NA,NA,NA
"Jhony Brito","25386",2.86091058823529,2.038,"REZ1",1.40378340934018
"Jhosep Chirinos","sa3019144",0.0388,NA,NA,NA
"Jhosmer Alvarez","sa3005437",1.52335,NA,NA,NA
"Jhoulys Chacin","2608",0.0453,NA,NA,NA
"Jilber Canas","sa3018806",0.0356,NA,NA,NA
"Jimmie Sherfy","15118",0.0482,NA,NA,NA
"Jimmy Burnette","sa3017367",1.0239,NA,NA,NA
"Jimmy Cordero","15690",0.672071428571429,2.22,"REZ1",0.302734877734878
"Jimmy Endersby","sa3014921",1.5227,NA,NA,NA
"Jimmy Herget","17556",2.44701235294118,3.148,"REZ1",0.777322856715748
"Jimmy Joyce","sa3016914",2.0255,NA,NA,NA
"Jimmy Kingsbury","sa3016838",0.0457,NA,NA,NA
"Jimmy Lambert","19541",0.741494181818182,0.9,"REZ1",0.823882424242424
"Jimmy Lewis","sa3014533",0.0414,NA,NA,NA
"Jimmy Loper","sa3020838",0.0427,NA,NA,NA
"Jimmy Nelson","10547",0.0475,NA,NA,NA
"Jimmy Reyes","sa3022277",0.0311,NA,NA,NA
"Jimmy Robbins","sa3011145",1.52335,NA,NA,NA
"Jimmy Yacabonis","15157",1.76614285714286,6.058,"REZ1",0.291538933169834
"Jiorgeny Casimiri","sa3011736",0.0398,NA,NA,NA
"JoJo Romero","19574",3.67396352941176,2.195,"REZ1",1.67378748492563
"Joakim Soria","6941",0.0464,NA,NA,NA
"Joan Adon","22925",1.41050309090909,1.934,"REZ1",0.729319074927141
"Joan Gonzalez","sa3022860",0.0423,NA,NA,NA
"Joan Martinez","sa917483",0.0457,NA,NA,NA
"Joan Ogando","sa3022325",0.0395,NA,NA,NA
"Joan Valdez","sa3003013",0.0414,NA,NA,NA
"Joander Suarez","sa3008263",3.52935,NA,NA,NA
"Joangel Gonzalez","sa3022242",0.0353,NA,NA,NA
"Joaquin Tejada","sa3016207",0.0375,NA,NA,NA
"Joe Adametz","sa3022323",0.0497,NA,NA,NA
"Joe Barlow","22296",0.63225,1.18,"REZ1",0.535805084745763
"Joe Biagini","13194",0.0464,NA,NA,NA
"Joe Boyle","29608",2.96991529411765,3.264,"REZ1",0.909900519031142
"Joe Corbett","sa3010237",0.0473,NA,NA,NA
"Joe DeMers","sa3008597",0.0409,NA,NA,NA
"Joe Elbis","sa3015216",3.0242,NA,NA,NA
"Joe Gatto","sa828693",0.0478,NA,NA,NA
"Joe Gunkel","sa738176",1.02555,NA,NA,NA
"Joe Harvey","16459",0.0472,NA,NA,NA
"Joe Jacques","25178",0.840836470588235,1.914,"REZ1",0.439308500829799
"Joe Jimenez","15761",1.62049317647059,3.241,"REZ1",0.499997894622212
"Joe Joe Rodriguez","sa3020108",0.0422,NA,NA,NA
"Joe Jones","sa3014870",0.0476,NA,NA,NA
"Joe Kelly","9761",2.27218352941176,4.157,"REZ1",0.546592140825539
"Joe Kemlage","sa3017825",0.0436,NA,NA,NA
"Joe La Sorsa","25481",1.18405309090909,1.911,"REZ1",0.619598687027259
"Joe Mantiply","14857",3.36795411764706,2.464,"REZ1",1.36686449579832
"Joe Miller","sa3020393",0.0454,NA,NA,NA
"Joe Musgrove","12970",4.34679166666667,8.421,"REZ1",0.51618473657127
"Joe Nahas","sa3011679",1.5233,NA,NA,NA
"Joe Navilhon","sa918459",0.0474,NA,NA,NA
"Joe Record","sa3008619",1.0248,NA,NA,NA
"Joe Rock","sa3017755",2.086215,NA,NA,NA
"Joe Ross","12972",3.28810588235294,4.891,"REZ1",0.672276810949282
"Joe Ryan","21390",9.80317764705882,8.665,"REZ1",1.13135345032416
"Joe Smith","3281",0.0456,NA,NA,NA
"Joe Whitman","sa3023131",0.0482,NA,NA,NA
"Joe Wieland","6109",0.0462,NA,NA,NA
"Joe Zanghi","sa875398",0.0475,NA,NA,NA
"Joel Benitez","sa3008733",0.0397,NA,NA,NA
"Joel Canizalez","sa3021553",0.0374,NA,NA,NA
"Joel Condreay","sa3008102",0.0423,NA,NA,NA
"Joel Diaz","sa3015500",0.0436,NA,NA,NA
"Joel Garcia","sa3021999",0.0285,NA,NA,NA
"Joel Heredia","sa3021739",0.0326,NA,NA,NA
"Joel Hurtado","sa3019774",0.0431,NA,NA,NA
"Joel Ibarra","sa3009326",0.042,NA,NA,NA
"Joel Kuhnel","19995",1.17465909090909,1.817,"REZ1",0.646482713763947
"Joel Payamps","14332",3.9314,2.756,"REZ1",1.42648766328012
"Joel Peguero","sa917689",1.0232,NA,NA,NA
"Joel Valdez","sa3011397",0.0435,NA,NA,NA
"Joelvis Del Rosario","sa3008486",0.0496,NA,NA,NA
"Joelvis Perez","sa3021511",0.0265,NA,NA,NA
"Joely Rodriguez","11487",1.64655764705882,1.49,"REZ1",1.1050722463482
"Joey Cantillo","23335",4.39606470588235,2.106,"REZ1",2.08740014524328
"Joey Estes","26257",5.36227764705882,4.742,"REZ1",1.13080507107947
"Joey Gerber","24591",0.97326,NA,NA,NA
"Joey Krehbiel","13707",1.30120833333333,0.193,"REZ1",6.74201208981002
"Joey Lancellotti","sa3019879",0.0446,NA,NA,NA
"Joey Lucchesi","19320",1.21189564705882,2.516,"REZ1",0.481675535396989
"Joey Mancini","sa3020858",2.5247,NA,NA,NA
"Joey Marciano","sa3004637",0.049,NA,NA,NA
"Joey Matulovich","sa3008274",0.0409,NA,NA,NA
"Joey Murray","sa3007234",0.0471,NA,NA,NA
"Joey Stock","sa3015309",0.0428,NA,NA,NA
"Joey Walsh","sa3017194",0.0388,NA,NA,NA
"Joey Wentz","19962",2.91170705882353,3.332,"REZ1",0.873861662311984
"Jogly Garcia","sa3017898",0.0361,NA,NA,NA
"Jogly Garcia","sa3019633",0.0372,NA,NA,NA
"Johan Dominguez","sa916727",2.0245,NA,NA,NA
"Johan Minaya","sa3022041",0.0306,NA,NA,NA
"Johan Montero","sa3009488",0.0405,NA,NA,NA
"Johan Moreno","sa3020999",0.0395,NA,NA,NA
"Johan Otanez","sa3009782",0.0387,NA,NA,NA
"Johan Oviedo","22487",3.75981529411765,2.701,"REZ1",1.39200862425681
"Johan Palacios","sa3019193",0.0357,NA,NA,NA
"Johan Quezada","20643",0.0442,NA,NA,NA
"Johan Rodriguez","sa3021807",0.0331,NA,NA,NA
"Johan Simon","sa3015481",0.037,NA,NA,NA
"Johander Rubio","sa3022027",0.0264,NA,NA,NA
"Johandry Fuente","sa3018868",0.0359,NA,NA,NA
"Johandry Milano","sa3019061",0.0377,NA,NA,NA
"John Beller","sa3014972",0.0465,NA,NA,NA
"John Brebbia","12777",2.65870941176471,1.891,"REZ1",1.40598065138271
"John Creel","sa3018137",0.0457,NA,NA,NA
"John Curtiss","16128",1.45976164705882,3.615,"REZ1",0.403806817996908
"John Doxakis","sa1115967",1.52255,NA,NA,NA
"John Gant","13684",0.0489,NA,NA,NA
"John Gavin","sa829790",0.0485,NA,NA,NA
"John King","22051",2.84648470588235,1.516,"REZ1",1.87762843395934
"John Klein","sa3020405",0.0426,NA,NA,NA
"John Lynch","sa3020809",0.04,NA,NA,NA
"John Matthews","sa3010311",1.02195,NA,NA,NA
"John McMillon","27942",1.83521333333333,1.286,"REZ1",1.42707102125454
"John Means","16269",2.19563818181818,3.083,"REZ1",0.712175861763925
"John Michael Bertrand","sa3020082",3.5274,NA,NA,NA
"John Murphy","sa3020733",0.0439,NA,NA,NA
"John O'Reilly","sa3008134",1.02465,NA,NA,NA
"John Parke","sa3003988",0.0543,NA,NA,NA
"John Rooney","sa3008417",1.40554,NA,NA,NA
"John Russell","sa3004771",0.0481,NA,NA,NA
"John Schreiber","20020",3.39700705882353,3.625,"REZ1",0.937105395537525
"John Sosa","sa3019140",0.0357,NA,NA,NA
"John Stankiewicz","sa3016001",1.52275,NA,NA,NA
"John Swanda","sa3004944",0.0497,NA,NA,NA
"John Wilson","sa3015116",0.0423,NA,NA,NA
"Johnathan Harmon","sa3020452",0.0438,NA,NA,NA
"Johnathan Lavallee","sa3017993",1.023,NA,NA,NA
"Johnathan Rogers","sa3023182",0.0279,NA,NA,NA
"Johnny Cueto","6893",1.411125,0.838,"REZ1",1.6839200477327
"Johnny Ray","sa3017273",0.0417,NA,NA,NA
"Johzan Oquendo","sa3015148",0.0431,NA,NA,NA
"Jojanse Torres","sa3006955",0.0438,NA,NA,NA
"Jojo Ingrassia","sa3023475",0.048,NA,NA,NA
"Jol Concepcion","sa3002947",0.0455,NA,NA,NA
"Joldanny Genao","sa3011466",0.0356,NA,NA,NA
"Joldelanio De Los Santos","sa3018804",0.0356,NA,NA,NA
"Jon Duplantier","19546",1.5248,NA,NA,NA
"Jon Gray","14916",6.51230941176471,4.373,"REZ1",1.48920864664183
"Jon Lester","4930",0.0467,NA,NA,NA
"Jon Olczak","sa875297",0.0479,NA,NA,NA
"Jon Olsen","sa3015032",0.045,NA,NA,NA
"Jonah Dipoto","sa3010776",0.5231,NA,NA,NA
"Jonah Hurney","sa3023417",0.0419,NA,NA,NA
"Jonah Scolaro","sa3019817",0.0477,NA,NA,NA
"Jonah Tong","sa3022324",2.5304,NA,NA,NA
"Jonaiker Castellar","sa3019755",0.0313,NA,NA,NA
"Jonalbert Rumbol","sa3023619",0.0397,NA,NA,NA
"Jonas Uzcategui","sa3019281",0.0358,NA,NA,NA
"Jonatan Bernal","sa3009271",0.043,NA,NA,NA
"Jonathan Aro","14699",0.0467,NA,NA,NA
"Jonathan Batista","sa3019489",0.0321,NA,NA,NA
"Jonathan Bermudez","21241",1.870625,1.105,"REZ1",1.69287330316742
"Jonathan Bowlan","24607",2.70506376470588,3.675,"REZ1",0.736071772709084
"Jonathan Brand","sa3020567",1.02255,NA,NA,NA
"Jonathan Cannon","31730",6.5457,4.719,"REZ1",1.38709472345836
"Jonathan Edwards","sa3017811",0.0391,NA,NA,NA
"Jonathan Heasley","22224",1.20170769230769,0.774,"REZ1",1.5525939177102
"Jonathan Hennigan","sa918447",0.0481,NA,NA,NA
"Jonathan Hernandez","17464",1.43855811764706,2.209,"REZ1",0.651225947327777
"Jonathan Holder","16588",0.0467,NA,NA,NA
"Jonathan Hughes","sa3014908",1.02355,NA,NA,NA
"Jonathan Jimenez","sa3022343",0.031,NA,NA,NA
"Jonathan Loaisiga","19753",3.27064470588235,3.352,"REZ1",0.975729327530535
"Jonathan Petit","sa3016842",0.0411,NA,NA,NA
"Jonathan Pintaro","sa3024197",1.11012,NA,NA,NA
"Jonathan Russell","sa3022152",0.0308,NA,NA,NA
"Jonathan Salazar","sa3016518",0.0317,NA,NA,NA
"Jonathan Sprinkle","sa3014792",0.0454,NA,NA,NA
"Jonawel Valdez","sa3021755",0.0276,NA,NA,NA
"Joneiker Arellano","sa3018831",0.03,NA,NA,NA
"Jonh Henriquez","sa3019819",0.0411,NA,NA,NA
"Jonney Rosario","sa3016616",0.0413,NA,NA,NA
"Jonny Cuevas","sa3017931",1.52155,NA,NA,NA
"Jordan Balazovic","21866",1.48740611764706,1.66,"REZ1",0.896027781715096
"Jordan Brink","sa829003",0.0462,NA,NA,NA
"Jordan Carr","sa3017769",0.0496,NA,NA,NA
"Jordan DiValerio","sa3014865",0.0423,NA,NA,NA
"Jordan Fowler","sa3017777",0.0463,NA,NA,NA
"Jordan Geber","sa3019958",2.52585,NA,NA,NA
"Jordan Gore","sa3004127",0.0453,NA,NA,NA
"Jordan Hicks","19618",6.35714117647059,5.107,"REZ1",1.24478973496585
"Jordan Holloway","20631",0.5226,NA,NA,NA
"Jordan Jackson","sa3018172",0.0446,NA,NA,NA
"Jordan Jones","sa3009984",1.0219,NA,NA,NA
"Jordan Leasure","29950",2.45141411764706,2.814,"REZ1",0.871149295539111
"Jordan Lyles","7593",3.11916666666667,3.596,"REZ1",0.867398961809418
"Jordan Marks","sa3018192",0.0428,NA,NA,NA
"Jordan Mikel","sa3015094",1.0212,NA,NA,NA
"Jordan Montgomery","16511",6.20841294117647,6.155,"REZ1",1.00867797582071
"Jordan Powell","sa3023534",0.0387,NA,NA,NA
"Jordan Romano","16122",3.73721882352941,2.906,"REZ1",1.28603538318287
"Jordan Sheffield","19682",0.0446,NA,NA,NA
"Jordan Valenzuela","sa3021820",0.0329,NA,NA,NA
"Jordan Weems","13190",1.16534363636364,1.37,"REZ1",0.850615792966158
"Jordan Wicks","30094",3.04818705882353,3.953,"REZ1",0.771107275189357
"Jordan Yamamoto","17585",0.0467,NA,NA,NA
"Jordano Perez","sa3008690",0.042,NA,NA,NA
"Jordany Chirinos","sa3022219",0.0307,NA,NA,NA
"Jordany Ventura","sa3008542",1.52385,NA,NA,NA
"Jordarlin Mendoza","sa3017321",0.036,NA,NA,NA
"Jordi Infante","sa3021482",0.0353,NA,NA,NA
"Jordi Martinez","sa3006141",1.02395,NA,NA,NA
"Jordy Arias","sa3019177",0.0301,NA,NA,NA
"Jordy Luciano","sa3019179",0.0398,NA,NA,NA
"Jordy Vargas","sa3016052",0.0315,NA,NA,NA
"Jorge Alcala","19459",2.77538823529412,1.939,"REZ1",1.43135030185359
"Jorge Bautista","sa3008406",0.0473,NA,NA,NA
"Jorge Benitez","sa3004462",1.02415,NA,NA,NA
"Jorge De Leon","sa3016059",0.0437,NA,NA,NA
"Jorge Garcia","sa3009229",0.0404,NA,NA,NA
"Jorge Geraldo","sa3017692",0.0332,NA,NA,NA
"Jorge Gonzalez","sa3009504",0.042,NA,NA,NA
"Jorge Guerra","sa3019578",0.0352,NA,NA,NA
"Jorge Guzman","17505",0.046,NA,NA,NA
"Jorge Herrera","sa3022339",0.0317,NA,NA,NA
"Jorge Juan","sa3005826",1.02395,NA,NA,NA
"Jorge Lopez","14527",2.86823058823529,3.032,"REZ1",0.945986341766258
"Jorge Luna","sa3021797",0.0313,NA,NA,NA
"Jorge Marcheco","sa3018025",0.0409,NA,NA,NA
"Jorge Martinez","sa3016472",0.0381,NA,NA,NA
"Jorge Mercedes","sa3019110",0.045,NA,NA,NA
"Jorge Minyety","sa3021752",0.0433,NA,NA,NA
"Jorge Ramos","sa3009524",0.0418,NA,NA,NA
"Jorge Rodriguez","sa3016459",0.0429,NA,NA,NA
"Jorger Petri","sa3018855",0.0349,NA,NA,NA
"Jormy Nivar","sa3022022",0.0346,NA,NA,NA
"Josan Mendez","sa3006122",0.0459,NA,NA,NA
"Josbel Garcia","sa3019250",0.038,NA,NA,NA
"Jose  Ramirez","sa3015929",0.0334,NA,NA,NA
"Jose A Ferrer","24017",2.4687,1.694,"REZ1",1.4573199527745
"Jose Acuna","sa3015331",1.02255,NA,NA,NA
"Jose Adames","sa597194",0.0476,NA,NA,NA
"Jose Aguirre","sa3016057",0.0371,NA,NA,NA
"Jose Alcantara","sa3007819",0.0423,NA,NA,NA
"Jose Alvarado","17780",3.29948941176471,3.227,"REZ1",1.02246340618677
"Jose Alvarez","5358",0.0471,NA,NA,NA
"Jose Atencio","sa3010304",0.0434,NA,NA,NA
"Jose Bello","sa3021530",0.0365,NA,NA,NA
"Jose Berrios","14168",11.5352470588235,11.142,"REZ1",1.03529411764706
"Jose Betances","sa3004867",0.0446,NA,NA,NA
"Jose Bravo","sa923839",0.0463,NA,NA,NA
"Jose Butto","23313",3.55854352941176,4.434,"REZ1",0.802558306137069
"Jose Cabrera","sa3018042",0.0466,NA,NA,NA
"Jose Castillo","17169",1.0257,NA,NA,NA
"Jose Chacin","sa917323",0.0495,NA,NA,NA
"Jose Chavez","sa3016815",0.0401,NA,NA,NA
"Jose Chavez","sa3018292",0.0311,NA,NA,NA
"Jose Chirinos","sa3018859",0.0443,NA,NA,NA
"Jose Cisnero","6399",1.06006141176471,1.293,"REZ1",0.819846412811064
"Jose Corniell","sa3015213",0.0453,NA,NA,NA
"Jose Cruz","sa3006383",0.0454,NA,NA,NA
"Jose Cruz","sa3024843",1,NA,NA,NA
"Jose Cuas","17701",0.720799058823529,1.287,"REZ1",0.560061428767311
"Jose Davila","sa3015092",0.0438,NA,NA,NA
"Jose De La Rosa","sa3024590",0.0268,NA,NA,NA
"Jose De Leon","15463",0.968642857142857,3.263,"REZ1",0.296856529924259
"Jose Diaz","sa3005709",0.0399,NA,NA,NA
"Jose Dicochea","sa3011497",0.0394,NA,NA,NA
"Jose E Hernandez","22318",0.944530133333333,2.567,"REZ1",0.36795096740683
"Jose E Martinez","sa3002796",0.0442,NA,NA,NA
"Jose Espada","21131",1.14385714285714,3.879,"REZ1",0.294884543144404
"Jose Felipe Torres","sa3018849",0.0337,NA,NA,NA
"Jose Feliz","sa3024069",0.0337,NA,NA,NA
"Jose Fermin","sa3023455",0.0466,NA,NA,NA
"Jose Fernandez","sa3018346",0.0368,NA,NA,NA
"Jose Fleury","sa3019255",1.52695,NA,NA,NA
"Jose Franco","sa3008714",0.0432,NA,NA,NA
"Jose Garces","sa3015490",0.0243,NA,NA,NA
"Jose Geraldo","sa3006070",0.047,NA,NA,NA
"Jose Geraldo","sa3016295",0.5197,NA,NA,NA
"Jose Gomez","sa3019253",0.0381,NA,NA,NA
"Jose Gonzalez","sa3009473",0.0371,NA,NA,NA
"Jose Gonzalez","sa3015415",0.0476,NA,NA,NA
"Jose Gonzalez","sa3016249",0.0336,NA,NA,NA
"Jose Guedez","sa3019682",0.0456,NA,NA,NA
"Jose Guevara","sa3023823",0.0325,NA,NA,NA
"Jose Jimenez","sa3011595",0.0407,NA,NA,NA
"Jose Leandro","sa3019651",0.0345,NA,NA,NA
"Jose Leclerc","14524",3.35667411764706,2.971,"REZ1",1.12981289722217
"Jose Linares","sa3019616",0.0368,NA,NA,NA
"Jose Lopez","22982",1.05142857142857,3.556,"REZ1",0.29567732604853
"Jose Luis Reyes","sa3015304",0.0431,NA,NA,NA
"Jose Marte","21761",1.12079166666667,1.605,"REZ1",0.69831256490135
"Jose Martinez","sa3022207",0.0341,NA,NA,NA
"Jose Mendoza","sa3018316",0.0365,NA,NA,NA
"Jose Meneses","sa3019158",0.0325,NA,NA,NA
"Jose Miguel Gonzalez","sa3003139",0.0403,NA,NA,NA
"Jose Montero","sa3018312",0.0414,NA,NA,NA
"Jose Montilla","sa3003102",0.0476,NA,NA,NA
"Jose Moreno","sa3003113",0.0388,NA,NA,NA
"Jose Mujica","17821",0.0413,NA,NA,NA
"Jose Ojeda","sa3019480",0.0347,NA,NA,NA
"Jose Olivares","sa3016267",0.037,NA,NA,NA
"Jose Pena Jr","sa3017821",0.0407,NA,NA,NA
"Jose Pinto","sa3021993",0.0292,NA,NA,NA
"Jose Quezada","sa3008375",0.0479,NA,NA,NA
"Jose Quijada","19200",2.79892941176471,3.193,"REZ1",0.876582966415505
"Jose Quintana","11423",7.21536705882353,5.359,"REZ1",1.34640176503518
"Jose Ramirez","sa3006702",0.0435,NA,NA,NA
"Jose Ramirez","sa3019479",0.0352,NA,NA,NA
"Jose Regalado","sa3022049",0.0354,NA,NA,NA
"Jose Rengel","sa3021790",0.0351,NA,NA,NA
"Jose Rodriguez","17860",0.602857142857143,1.991,"REZ1",0.302791131520413
"Jose Rodriguez","sa3015437",0.0511,NA,NA,NA
"Jose Rojas","sa3015486",0.0366,NA,NA,NA
"Jose Romero","sa3015483",0.0422,NA,NA,NA
"Jose Romero","sa3021791",0.0347,NA,NA,NA
"Jose Ruiz","14552",2.35187411764706,1.382,"REZ1",1.7017902443177
"Jose Salvador","sa3006482",0.0463,NA,NA,NA
"Jose Santamaria","sa3008373",0.0423,NA,NA,NA
"Jose Serrano","sa3019597",0.031,NA,NA,NA
"Jose Silvestre","sa3023849",0.0289,NA,NA,NA
"Jose Soriano","22100",8.09478588235294,6.918,"REZ1",1.17010492661939
"Jose Suarez","19911",2.96498705882353,2.033,"REZ1",1.45842944359249
"Jose Ulloa","sa3010836",0.039,NA,NA,NA
"Jose Urbina","sa3022218",0.0354,NA,NA,NA
"Jose Urena","11589",1.01803317647059,0.384,"REZ1",2.65112806372549
"Jose Urquidy","18413",2.01879490909091,2.634,"REZ1",0.766436943466556
"Jose Varela","sa3021987",0.0324,NA,NA,NA
"Jose Vasquez","sa3022116",0.0317,NA,NA,NA
"Joseilyn Gonzalez","sa3018910",0.0415,NA,NA,NA
"Joseph Hernandez","sa3006385",0.0415,NA,NA,NA
"Joseph Herrera","sa3024471",0.0318,NA,NA,NA
"Joseph King","sa3020857",0.0447,NA,NA,NA
"Joseph Menefee","sa3020443",0.0434,NA,NA,NA
"Joseph Montalvo","sa3018802",0.0453,NA,NA,NA
"Joseph Yabbour","sa3021980",0.0364,NA,NA,NA
"Josh Bortka","sa3020596",0.0416,NA,NA,NA
"Josh Bostick","sa3022857",0.042,NA,NA,NA
"Josh Dye","sa3007485",0.05,NA,NA,NA
"Josh Ekness","sa3023204",0.665325,NA,NA,NA
"Josh Fleming","20418",1.97642818181818,3.695,"REZ1",0.534892606716693
"Josh Gessner","sa3011658",0.0404,NA,NA,NA
"Josh Green","sa3006701",1.5235,NA,NA,NA
"Josh Grosz","sa3023478",0.051,NA,NA,NA
"Josh Hader","14212",5.38943764705882,5.22,"REZ1",1.03245931935993
"Josh Hansell","sa3023158",0.04,NA,NA,NA
"Josh Harlow","sa3022914",0.0404,NA,NA,NA
"Josh Hejka","sa3011152",1.02285,NA,NA,NA
"Josh Hendrickson","sa3011196",0.0481,NA,NA,NA
"Josh James","16794",0.523,NA,NA,NA
"Josh Knoth","sa3023420",0.0414,NA,NA,NA
"Josh Lindblom","7882",0.0461,NA,NA,NA
"Josh Maciejewski","21310",1.76516666666667,0.469,"REZ1",3.7636815920398
"Josh Mollerus","sa3022666",0.0424,NA,NA,NA
"Josh Osich","11528",0.0482,NA,NA,NA
"Josh Roberson","sa3007721",1.02305,NA,NA,NA
"Josh Rogers","18510",1.92025,1.408,"REZ1",1.36381392045455
"Josh Sborz","18323",2.18374823529412,2.364,"REZ1",0.923751368567732
"Josh Simpson","sa1053035",1.87364833333333,NA,NA,NA
"Josh Smith","sa3009923",0.0467,NA,NA,NA
"Josh Staumont","18335",1.60663423529412,3.023,"REZ1",0.531470140686112
"Josh Stephan","sa3015286",2.02745,NA,NA,NA
"Josh Swales","sa3017753",0.0406,NA,NA,NA
"Josh Taylor","17359",0.519625,0.491,"REZ1",1.05829938900204
"Josh Timmerman","sa3023098",0.041,NA,NA,NA
"Josh Tomlin","9388",0.0444,NA,NA,NA
"Josh Trentadue","sa3023010",0.0443,NA,NA,NA
"Josh Walker","23617",1.81798105882353,1.647,"REZ1",1.10381363620129
"Josh White","sa3019953",0.0441,NA,NA,NA
"Josh Winckowski","22387",3.21415058823529,3.161,"REZ1",1.0168144853639
"Josh Winder","24606",1.78143563636364,3.64,"REZ1",0.489405394605395
"Josh Wolf","sa3011638",0.0423,NA,NA,NA
"Joshawn Lampson","sa3021512",0.0287,NA,NA,NA
"Joshua Cornielly","sa3005890",1.5245,NA,NA,NA
"Joshua Loeschorn","sa3020837",0.0426,NA,NA,NA
"Joshua Quezada","sa3021789",0.0331,NA,NA,NA
"Josiah Gray","24580",1.35787717647059,1.931,"REZ1",0.703198952082128
"Josias De Los Santos","sa3006508",0.0399,NA,NA,NA
"Josimar Cousin","sa3021579",0.52325,NA,NA,NA
"Josmar Acevedo","sa3019062",0.0293,NA,NA,NA
"Josnier Parra","sa3021488",0.0364,NA,NA,NA
"Jostin Florentino","sa3021510",0.0344,NA,NA,NA
"Josue Arias","sa3018350",0.0259,NA,NA,NA
"Josue Carmona","sa3017979",0.0367,NA,NA,NA
"Josue Panacual","sa3010568",0.0443,NA,NA,NA
"Jovani Moran","20422",-0.0385,-0.262,"REZ1",0.146946564885496
"Jovi Galvez","sa3018837",0.0339,NA,NA,NA
"Juan Abreu","sa3017200",0.0374,NA,NA,NA
"Juan Amarante","sa3019048",0.0434,NA,NA,NA
