"name","playerid","new_G","G","Source","G_adj_rate"
"Jeison Sanchez","sa3019757",0.3857,NA,NA,NA
"Jeisson Cabrera","sa3006501",13.439,NA,NA,NA
"Jemir Leal","sa3016202",0.6825,NA,NA,NA
"Jenrry Gonzalez","sa3006485",1,NA,NA,NA
"Jensen Elliott","sa3010775",1,NA,NA,NA
"Jerad Eickhoff","12664",0.1754,NA,NA,NA
"Jeral Vizcaino","sa3018866",0.7576,NA,NA,NA
"Jeremiah Burke","sa3010143",1,NA,NA,NA
"Jeremiah Estrada","22210",59.5181058823529,51.013,"REZ1",1.16672428366011
"Jeremy Beasley","20205",1,NA,NA,NA
"Jeremy Gonzalez","sa3019086",0.2018,NA,NA,NA
"Jeremy Lee","sa3023227",0.2134,NA,NA,NA
"Jeremy Martinez","sa3021743",0.3816,NA,NA,NA
"Jeremy Molero","sa3006110",1,NA,NA,NA
"Jeremy Peguero","sa3015429",1,NA,NA,NA
"Jeremy Pilon","sa3023614",0.2266,NA,NA,NA
"Jeremy Reyes","sa3021018",0.1977,NA,NA,NA
"Jeremy Walker","19981",0.8499,NA,NA,NA
"Jeremy WuYelland","sa3014520",1,NA,NA,NA
"Jermayne Verdu","sa3024269",0.5795,NA,NA,NA
"Jerming Rosario","sa3008678",12.60295,NA,NA,NA
"Jerson Alejandro","sa3021533",0.1903,NA,NA,NA
"Jerson Ramirez","sa3006541",1,NA,NA,NA
"Jervis Alfaro","sa3022113",0.2398,NA,NA,NA
"Jesael Cabrera","sa3018300",0.4846,NA,NA,NA
"Jesse Bergin","sa3017133",1,NA,NA,NA
"Jesse Biddle","11437",1,NA,NA,NA
"Jesse Chavez","5448",35.3481411764706,47.349,"REZ1",0.746544619241602
"Jesse Hahn","13287",20,NA,NA,NA
"Jesse Scholtens","19205",11.4793909090909,24.914,"REZ1",0.460760653009991
"Jesse Wainscott","sa3023415",1,NA,NA,NA
"Jesus  Palacios","sa3018860",0.3131,NA,NA,NA
"Jesus A Rodriguez","sa3016281",1,NA,NA,NA
"Jesus Broca","sa3022905",1,NA,NA,NA
"Jesus Carrera","sa3022377",0.4376,NA,NA,NA
"Jesus Clode","sa3015491",1,NA,NA,NA
"Jesus Colina","sa3019776",0.2579,NA,NA,NA
"Jesus Cruz","20042",1,NA,NA,NA
"Jesus Cruz","sa3008699",1,NA,NA,NA
"Jesus Flores","sa3021519",0.8046,NA,NA,NA
"Jesus Garcia","sa3022018",0.7831,NA,NA,NA
"Jesus Gonzalez","sa3006069",0.3131,NA,NA,NA
"Jesus Linarez","sa832333",0.8912,NA,NA,NA
"Jesus Liranzo","sa658076",13.96535,NA,NA,NA
"Jesus Lopez","sa3021485",0.356,NA,NA,NA
"Jesus Lopez","sa3021529",1,NA,NA,NA
"Jesus Luna","sa3015925",1,NA,NA,NA
"Jesus Luzardo","19959",33.478,25.021,"REZ1",1.33799608329004
"Jesus Mendez","sa3019295",1,NA,NA,NA
"Jesus Poline","sa3021032",1,NA,NA,NA
"Jesus Rios","sa3021471",1,NA,NA,NA
"Jesus Rivero","sa3017012",0.4113,NA,NA,NA
"Jesus Silverio","sa3016467",1,NA,NA,NA
"Jesus Tillero","sa3021010",0.2892,NA,NA,NA
"Jesus Tinoco","16300",56.5621058823529,41.137,"REZ1",1.37496914899854
"Jesus Valdez","sa3015474",1,NA,NA,NA
"Jesus Valles","sa3005866",0.7757,NA,NA,NA
"Jesus Vargas","sa877526",0.328,NA,NA,NA
"Jeter Martinez","sa3021738",0.2043,NA,NA,NA
"Jeurys Familia","5114",10.1868571428571,33.154,"REZ1",0.307258766449211
"Jeyson Mejia","sa3022170",1,NA,NA,NA
"Jhan Marinez","5830",0.7708,NA,NA,NA
"Jhan Zambrano","sa3009472",1,NA,NA,NA
"Jhancarlos Lara","sa3019367",11.09185,NA,NA,NA
"Jharel Cotton","13654",1,NA,NA,NA
"Jharold Clemente","sa3022327",0.2183,NA,NA,NA
"Jhemiangel Tovar","sa3022329",1,NA,NA,NA
"Jheremy Vicente","sa3016527",0.5704,NA,NA,NA
"Jhoan Duran","21029",61.8894,57.932,"REZ1",1.06831112338604
"Jhoan Lorenzo","sa3021799",1,NA,NA,NA
"Jholbran Herder","sa3019272",0.4846,NA,NA,NA
"Jhomber Jimenez","sa3021782",0.7056,NA,NA,NA
"Jhon Cabral","sa3019299",1,NA,NA,NA
"Jhon Medina","sa3022121",0.215,NA,NA,NA
"Jhon Nunez","sa3021734",0.3997,NA,NA,NA
"Jhon Romero","19940",1,NA,NA,NA
"Jhonatan Munoz","sa916947",0.8672,NA,NA,NA
"Jhonathan Diaz","20298",7.54009411764706,16.071,"REZ1",0.469173923069321
"Jhoniel Serrano","sa3016710",0.8211,NA,NA,NA
"Jhonly Taveras","sa3018847",0.2068,NA,NA,NA
"Jhonny Felix","sa3017641",0.8524,NA,NA,NA
"Jhonny Gomez","sa3016268",0.6471,NA,NA,NA
"Jhonny Jimenez","sa3016506",1,NA,NA,NA
"Jhonny Martinez","sa3018844",1,NA,NA,NA
"Jhony Brito","25386",35.3967764705882,36.006,"REZ1",0.983079944192308
"Jhosep Chirinos","sa3019144",1,NA,NA,NA
"Jhosmer Alvarez","sa3005437",19,NA,NA,NA
"Jhoulys Chacin","2608",1,NA,NA,NA
"Jilber Canas","sa3018806",1,NA,NA,NA
"Jimmie Sherfy","15118",1,NA,NA,NA
"Jimmy Burnette","sa3017367",20.5,NA,NA,NA
"Jimmy Cordero","15690",7.52578571428571,23.966,"REZ1",0.314019265387871
"Jimmy Endersby","sa3014921",10.62525,NA,NA,NA
"Jimmy Herget","17556",41.0921411764706,39.649,"REZ1",1.03639792117003
"Jimmy Joyce","sa3016914",12.2011,NA,NA,NA
"Jimmy Kingsbury","sa3016838",0.8326,NA,NA,NA
"Jimmy Lambert","19541",13.9504218181818,19.828,"REZ1",0.703571808461863
"Jimmy Lewis","sa3014533",1,NA,NA,NA
"Jimmy Loper","sa3020838",1,NA,NA,NA
"Jimmy Nelson","10547",0.953,NA,NA,NA
"Jimmy Reyes","sa3022277",0.5086,NA,NA,NA
"Jimmy Robbins","sa3011145",10,NA,NA,NA
"Jimmy Yacabonis","15157",9.12457142857143,29.436,"REZ1",0.30998000504727
"Jiorgeny Casimiri","sa3011736",1,NA,NA,NA
"JoJo Romero","19574",57.0027176470588,48.43,"REZ1",1.17701254691428
"Joakim Soria","6941",1,NA,NA,NA
"Joan Adon","22925",14.9102727272727,22.984,"REZ1",0.648724013543018
"Joan Gonzalez","sa3022860",1,NA,NA,NA
"Joan Martinez","sa917483",1,NA,NA,NA
"Joan Ogando","sa3022325",0.7188,NA,NA,NA
"Joan Valdez","sa3003013",0.8969,NA,NA,NA
"Joander Suarez","sa3008263",11.09475,NA,NA,NA
"Joangel Gonzalez","sa3022242",0.7831,NA,NA,NA
"Joaquin Tejada","sa3016207",1,NA,NA,NA
"Joe Adametz","sa3022323",0.2002,NA,NA,NA
"Joe Barlow","22296",18.8006666666667,25.304,"REZ1",0.742991885340921
"Joe Biagini","13194",1,NA,NA,NA
"Joe Boyle","29608",33.5527411764706,28.587,"REZ1",1.17370627125863
"Joe Corbett","sa3010237",1,NA,NA,NA
"Joe DeMers","sa3008597",1,NA,NA,NA
"Joe Elbis","sa3015216",11.5877,NA,NA,NA
"Joe Gatto","sa828693",0.7708,NA,NA,NA
"Joe Gunkel","sa738176",4.61,NA,NA,NA
"Joe Harvey","16459",1,NA,NA,NA
"Joe Jacques","25178",17.4778788235294,31.841,"REZ1",0.548911115339638
"Joe Jimenez","15761",34.8020470588235,56.637,"REZ1",0.614475467606397
"Joe Joe Rodriguez","sa3020108",1,NA,NA,NA
"Joe Jones","sa3014870",0.8582,NA,NA,NA
"Joe Kelly","9761",36.725,50.127,"REZ1",0.732639096694396
"Joe Kemlage","sa3017825",1,NA,NA,NA
"Joe La Sorsa","25481",21.4663272727273,20.947,"REZ1",1.02479244152992
"Joe Mantiply","14857",56.8682470588235,48.915,"REZ1",1.1625932139185
"Joe Miller","sa3020393",0.1977,NA,NA,NA
"Joe Musgrove","12970",13.270375,24.126,"REZ1",0.550044557738539
"Joe Nahas","sa3011679",14.3957,NA,NA,NA
"Joe Navilhon","sa918459",0.8582,NA,NA,NA
"Joe Record","sa3008619",20.3932,NA,NA,NA
"Joe Rock","sa3017755",19.1195333333333,NA,NA,NA
"Joe Ross","12972",43.1142,31.014,"REZ1",1.39015283420391
"Joe Ryan","21390",25.3537647058824,17.09,"REZ1",1.48354386810312
"Joe Smith","3281",1,NA,NA,NA
"Joe Whitman","sa3023131",0.1754,NA,NA,NA
"Joe Wieland","6109",0.8475,NA,NA,NA
"Joe Zanghi","sa875398",1,NA,NA,NA
"Joel Benitez","sa3008733",1,NA,NA,NA
"Joel Canizalez","sa3021553",0.5292,NA,NA,NA
"Joel Condreay","sa3008102",1,NA,NA,NA
"Joel Diaz","sa3015500",0.2068,NA,NA,NA
"Joel Garcia","sa3021999",0.2068,NA,NA,NA
"Joel Heredia","sa3021739",0.1903,NA,NA,NA
"Joel Hurtado","sa3019774",0.1754,NA,NA,NA
"Joel Ibarra","sa3009326",1,NA,NA,NA
"Joel Kuhnel","19995",19.5800472727273,31.856,"REZ1",0.614642367928405
"Joel Payamps","14332",59.3750352941176,52.908,"REZ1",1.12223170964916
"Joel Peguero","sa917689",21,NA,NA,NA
"Joel Valdez","sa3011397",1,NA,NA,NA
"Joelvis Del Rosario","sa3008486",0.1754,NA,NA,NA
"Joelvis Perez","sa3021511",0.2109,NA,NA,NA
"Joely Rodriguez","11487",28.1873529411765,30.063,"REZ1",0.937609451524348
"Joey Cantillo","23335",27.8904705882353,17.746,"REZ1",1.57164829191002
"Joey Estes","26257",27.9096235294118,15.457,"REZ1",1.80563004007322
"Joey Gerber","24591",20,NA,NA,NA
"Joey Krehbiel","13707",22.9485,20.191,"REZ1",1.13657074934377
"Joey Lancellotti","sa3019879",1,NA,NA,NA
"Joey Lucchesi","19320",12.7230823529412,20.228,"REZ1",0.62898370342798
"Joey Mancini","sa3020858",12.7514,NA,NA,NA
"Joey Marciano","sa3004637",0.7889,NA,NA,NA
"Joey Matulovich","sa3008274",1,NA,NA,NA
"Joey Murray","sa3007234",0.8771,NA,NA,NA
"Joey Stock","sa3015309",1,NA,NA,NA
"Joey Walsh","sa3017194",0.3577,NA,NA,NA
"Joey Wentz","19962",49.5733529411765,39.288,"REZ1",1.26179375232072
"Jogly Garcia","sa3017898",1,NA,NA,NA
"Jogly Garcia","sa3019633",0.2307,NA,NA,NA
"Johan Dominguez","sa916727",11.6046,NA,NA,NA
"Johan Minaya","sa3022041",0.5086,NA,NA,NA
"Johan Montero","sa3009488",1,NA,NA,NA
"Johan Moreno","sa3020999",0.5539,NA,NA,NA
"Johan Otanez","sa3009782",1,NA,NA,NA
"Johan Oviedo","22487",27.5466705882353,19.763,"REZ1",1.39385065972956
"Johan Palacios","sa3019193",1,NA,NA,NA
"Johan Quezada","20643",1,NA,NA,NA
"Johan Rodriguez","sa3021807",0.5242,NA,NA,NA
"Johan Simon","sa3015481",0.4113,NA,NA,NA
"Johander Rubio","sa3022027",0.2109,NA,NA,NA
"Johandry Fuente","sa3018868",1,NA,NA,NA
"Johandry Milano","sa3019061",1,NA,NA,NA
"John Beller","sa3014972",1,NA,NA,NA
"John Brebbia","12777",50.7638352941176,42.299,"REZ1",1.20011904050019
"John Creel","sa3018137",1,NA,NA,NA
"John Curtiss","16128",20.8888470588235,26.417,"REZ1",0.790735021343208
"John Doxakis","sa1115967",12.5,NA,NA,NA
"John Gant","13684",0.3272,NA,NA,NA
"John Gavin","sa829790",1,NA,NA,NA
"John King","22051",54.755,45.553,"REZ1",1.20200645402059
"John Klein","sa3020405",0.1919,NA,NA,NA
"John Lynch","sa3020809",1,NA,NA,NA
"John Matthews","sa3010311",14,NA,NA,NA
"John McMillon","27942",24.7640933333333,32.04,"REZ1",0.772911776945485
"John Means","16269",11.2669327272727,23.438,"REZ1",0.480712207836536
"John Michael Bertrand","sa3020082",13.0906,NA,NA,NA
"John Murphy","sa3020733",1,NA,NA,NA
"John O'Reilly","sa3008134",15.171,NA,NA,NA
"John Parke","sa3003988",0.2826,NA,NA,NA
"John Rooney","sa3008417",26,NA,NA,NA
"John Russell","sa3004771",1,NA,NA,NA
"John Schreiber","20020",56.9721058823529,48.219,"REZ1",1.18152815036299
"John Sosa","sa3019140",1,NA,NA,NA
"John Stankiewicz","sa3016001",18,NA,NA,NA
"John Swanda","sa3004944",0.3041,NA,NA,NA
"John Wilson","sa3015116",1,NA,NA,NA
"Johnathan Harmon","sa3020452",0.1754,NA,NA,NA
"Johnathan Lavallee","sa3017993",17.5,NA,NA,NA
"Johnathan Rogers","sa3023182",0.2109,NA,NA,NA
"Johnny Cueto","6893",9.18941666666667,9.698,"REZ1",0.947557915721455
"Johnny Ray","sa3017273",1,NA,NA,NA
"Johzan Oquendo","sa3015148",1,NA,NA,NA
"Jojanse Torres","sa3006955",1,NA,NA,NA
"Jojo Ingrassia","sa3023475",0.2826,NA,NA,NA
"Jol Concepcion","sa3002947",1,NA,NA,NA
"Joldanny Genao","sa3011466",1,NA,NA,NA
"Joldelanio De Los Santos","sa3018804",1,NA,NA,NA
"Jon Duplantier","19546",10.5877,NA,NA,NA
"Jon Gray","14916",31.4203647058824,21.894,"REZ1",1.43511303123606
"Jon Lester","4930",0.1754,NA,NA,NA
"Jon Olczak","sa875297",1,NA,NA,NA
"Jon Olsen","sa3015032",0.6652,NA,NA,NA
"Jonah Dipoto","sa3010776",16.41175,NA,NA,NA
"Jonah Hurney","sa3023417",1,NA,NA,NA
"Jonah Scolaro","sa3019817",1,NA,NA,NA
"Jonah Tong","sa3022324",12.5976,NA,NA,NA
"Jonaiker Castellar","sa3019755",0.2785,NA,NA,NA
"Jonalbert Rumbol","sa3023619",1,NA,NA,NA
"Jonas Uzcategui","sa3019281",1,NA,NA,NA
"Jonatan Bernal","sa3009271",0.1886,NA,NA,NA
"Jonathan Aro","14699",0.5754,NA,NA,NA
"Jonathan Batista","sa3019489",0.4113,NA,NA,NA
"Jonathan Bermudez","21241",12.3229166666667,19.556,"REZ1",0.630134826481216
"Jonathan Bowlan","24607",31.5049764705882,23.036,"REZ1",1.36764093030857
"Jonathan Brand","sa3020567",16.5,NA,NA,NA
"Jonathan Cannon","31730",28.9940823529412,22.025,"REZ1",1.31641690592241
"Jonathan Edwards","sa3017811",1,NA,NA,NA
"Jonathan Heasley","22224",16.5315384615385,14.97,"REZ1",1.10431118647552
"Jonathan Hennigan","sa918447",0.8442,NA,NA,NA
"Jonathan Hernandez","17464",27.4349647058824,31.69,"REZ1",0.865729400627401
"Jonathan Holder","16588",1,NA,NA,NA
"Jonathan Hughes","sa3014908",15.5,NA,NA,NA
"Jonathan Jimenez","sa3022343",0.1754,NA,NA,NA
"Jonathan Loaisiga","19753",39.0603529411765,47.277,"REZ1",0.826202020880692
"Jonathan Petit","sa3016842",0.7518,NA,NA,NA
"Jonathan Pintaro","sa3024197",4.724,NA,NA,NA
"Jonathan Russell","sa3022152",0.3131,NA,NA,NA
"Jonathan Salazar","sa3016518",0.2266,NA,NA,NA
"Jonathan Sprinkle","sa3014792",1,NA,NA,NA
"Jonawel Valdez","sa3021755",0.2868,NA,NA,NA
"Joneiker Arellano","sa3018831",0.5415,NA,NA,NA
"Jonh Henriquez","sa3019819",1,NA,NA,NA
"Jonney Rosario","sa3016616",1,NA,NA,NA
"Jonny Cuevas","sa3017931",15.4023,NA,NA,NA
"Jordan Balazovic","21866",12.9885964705882,19.118,"REZ1",0.679390965089875
"Jordan Brink","sa829003",1,NA,NA,NA
"Jordan Carr","sa3017769",0.511,NA,NA,NA
"Jordan DiValerio","sa3014865",0.5877,NA,NA,NA
"Jordan Fowler","sa3017777",0.2785,NA,NA,NA
"Jordan Geber","sa3019958",11.1545,NA,NA,NA
"Jordan Gore","sa3004127",1,NA,NA,NA
"Jordan Hicks","19618",37.7537176470588,39.395,"REZ1",0.958337800407636
"Jordan Holloway","20631",15.5,NA,NA,NA
"Jordan Jackson","sa3018172",0.4113,NA,NA,NA
"Jordan Jones","sa3009984",12.41425,NA,NA,NA
"Jordan Leasure","29950",53.2648117647059,45.834,"REZ1",1.16212444396531
"Jordan Lyles","7593",12.7983333333333,19.29,"REZ1",0.663469846207016
"Jordan Marks","sa3018192",1,NA,NA,NA
"Jordan Mikel","sa3015094",13.5,NA,NA,NA
"Jordan Montgomery","16511",34.3559764705882,23.713,"REZ1",1.44882454647612
"Jordan Powell","sa3023534",1,NA,NA,NA
"Jordan Romano","16122",52.0885176470588,39.456,"REZ1",1.32016721530461
"Jordan Sheffield","19682",1,NA,NA,NA
"Jordan Valenzuela","sa3021820",0.7056,NA,NA,NA
"Jordan Weems","13190",31.1582,43.1,"REZ1",0.72292807424594
"Jordan Wicks","30094",20.3703529411765,21.919,"REZ1",0.929346819707855
"Jordan Yamamoto","17585",0.5053,NA,NA,NA
"Jordano Perez","sa3008690",0.1754,NA,NA,NA
"Jordany Chirinos","sa3022219",0.2431,NA,NA,NA
"Jordany Ventura","sa3008542",11.3046,NA,NA,NA
"Jordarlin Mendoza","sa3017321",0.3659,NA,NA,NA
"Jordi Infante","sa3021482",1,NA,NA,NA
"Jordi Martinez","sa3006141",14,NA,NA,NA
"Jordy Arias","sa3019177",0.2843,NA,NA,NA
"Jordy Luciano","sa3019179",1,NA,NA,NA
"Jordy Vargas","sa3016052",0.1754,NA,NA,NA
"Jorge Alcala","19459",56.1238823529412,47.682,"REZ1",1.17704547529343
"Jorge Bautista","sa3008406",0.1919,NA,NA,NA
"Jorge Benitez","sa3004462",17.5,NA,NA,NA
"Jorge De Leon","sa3016059",0.2645,NA,NA,NA
"Jorge Garcia","sa3009229",0.8705,NA,NA,NA
"Jorge Geraldo","sa3017692",0.4846,NA,NA,NA
"Jorge Gonzalez","sa3009504",1,NA,NA,NA
"Jorge Guerra","sa3019578",1,NA,NA,NA
"Jorge Guzman","17505",1,NA,NA,NA
"Jorge Herrera","sa3022339",0.1936,NA,NA,NA
"Jorge Juan","sa3005826",15,NA,NA,NA
"Jorge Lopez","14527",57.2707764705882,54.82,"REZ1",1.04470588235294
"Jorge Luna","sa3021797",0.2068,NA,NA,NA
"Jorge Marcheco","sa3018025",0.1837,NA,NA,NA
"Jorge Martinez","sa3016472",1,NA,NA,NA
"Jorge Mercedes","sa3019110",1,NA,NA,NA
"Jorge Minyety","sa3021752",1,NA,NA,NA
"Jorge Ramos","sa3009524",1,NA,NA,NA
"Jorge Rodriguez","sa3016459",0.4088,NA,NA,NA
"Jorger Petri","sa3018855",0.1919,NA,NA,NA
"Jormy Nivar","sa3022022",0.1903,NA,NA,NA
"Josan Mendez","sa3006122",1,NA,NA,NA
"Josbel Garcia","sa3019250",0.4335,NA,NA,NA
"Jose  Ramirez","sa3015929",0.1754,NA,NA,NA
"Jose A Ferrer","24017",55.8190705882353,40.295,"REZ1",1.38526046874886
"Jose Acuna","sa3015331",11.10585,NA,NA,NA
"Jose Adames","sa597194",1,NA,NA,NA
"Jose Aguirre","sa3016057",1,NA,NA,NA
"Jose Alcantara","sa3007819",1,NA,NA,NA
"Jose Alvarado","17780",58.8497529411765,57.826,"REZ1",1.01770402485347
"Jose Alvarez","5358",1,NA,NA,NA
"Jose Atencio","sa3010304",0.1911,NA,NA,NA
"Jose Bello","sa3021530",0.2744,NA,NA,NA
"Jose Berrios","14168",30.5408235294118,28.175,"REZ1",1.08396889190459
"Jose Betances","sa3004867",1,NA,NA,NA
"Jose Bravo","sa923839",0.6545,NA,NA,NA
"Jose Butto","23313",53.0062117647059,24.754,"REZ1",2.14131905004063
"Jose Cabrera","sa3018042",0.1754,NA,NA,NA
"Jose Castillo","17169",15.5,NA,NA,NA
"Jose Chacin","sa917323",0.2356,NA,NA,NA
"Jose Chavez","sa3016815",1,NA,NA,NA
"Jose Chavez","sa3018292",0.45,NA,NA,NA
"Jose Chirinos","sa3018859",0.3024,NA,NA,NA
"Jose Cisnero","6399",26.9955411764706,39.355,"REZ1",0.685949464527267
"Jose Corniell","sa3015213",0.2323,NA,NA,NA
"Jose Cruz","sa3006383",1,NA,NA,NA
"Jose Cruz","sa3024843",22,NA,NA,NA
"Jose Cuas","17701",16.4751411764706,21.991,"REZ1",0.749176534785621
"Jose Davila","sa3015092",0.1829,NA,NA,NA
"Jose De La Rosa","sa3024590",0.1754,NA,NA,NA
"Jose De Leon","15463",5.58571428571428,17.287,"REZ1",0.323116462411887
"Jose Diaz","sa3005709",1,NA,NA,NA
"Jose Dicochea","sa3011497",0.267,NA,NA,NA
"Jose E Hernandez","22318",12.302192,17.088,"REZ1",0.719931647940075
"Jose E Martinez","sa3002796",0.8837,NA,NA,NA
"Jose Espada","21131",8.85257142857143,28.484,"REZ1",0.3107910205228
"Jose Felipe Torres","sa3018849",0.6825,NA,NA,NA
"Jose Feliz","sa3024069",0.1754,NA,NA,NA
"Jose Fermin","sa3023455",1,NA,NA,NA
"Jose Fernandez","sa3018346",1,NA,NA,NA
"Jose Fleury","sa3019255",10.6479,NA,NA,NA
"Jose Franco","sa3008714",0.1754,NA,NA,NA
"Jose Garces","sa3015490",0.356,NA,NA,NA
"Jose Geraldo","sa3006070",1,NA,NA,NA
"Jose Geraldo","sa3016295",12.5,NA,NA,NA
"Jose Gomez","sa3019253",0.4607,NA,NA,NA
"Jose Gonzalez","sa3009473",1,NA,NA,NA
"Jose Gonzalez","sa3015415",0.2686,NA,NA,NA
"Jose Gonzalez","sa3016249",0.2332,NA,NA,NA
"Jose Guedez","sa3019682",0.2266,NA,NA,NA
"Jose Guevara","sa3023823",0.1754,NA,NA,NA
"Jose Jimenez","sa3011595",1,NA,NA,NA
"Jose Leandro","sa3019651",0.6075,NA,NA,NA
"Jose Leclerc","14524",59.4219294117647,46.64,"REZ1",1.2740550903037
"Jose Linares","sa3019616",1,NA,NA,NA
"Jose Lopez","22982",5.52428571428571,16.835,"REZ1",0.328142899571471
"Jose Luis Reyes","sa3015304",0.2439,NA,NA,NA
"Jose Marte","21761",22.4381666666667,42.129,"REZ1",0.532606201587189
"Jose Martinez","sa3022207",0.45,NA,NA,NA
"Jose Mendoza","sa3018316",1,NA,NA,NA
"Jose Meneses","sa3019158",0.6248,NA,NA,NA
"Jose Miguel Gonzalez","sa3003139",0.7254,NA,NA,NA
"Jose Montero","sa3018312",0.2587,NA,NA,NA
"Jose Montilla","sa3003102",0.6133,NA,NA,NA
"Jose Moreno","sa3003113",0.5663,NA,NA,NA
"Jose Mujica","17821",1,NA,NA,NA
"Jose Ojeda","sa3019480",1,NA,NA,NA
"Jose Olivares","sa3016267",0.2175,NA,NA,NA
"Jose Pena Jr","sa3017821",1,NA,NA,NA
"Jose Pinto","sa3021993",0.2934,NA,NA,NA
"Jose Quezada","sa3008375",1,NA,NA,NA
"Jose Quijada","19200",53.3423764705882,43.407,"REZ1",1.22888880757915
"Jose Quintana","11423",24.0217294117647,23.655,"REZ1",1.01550325139568
"Jose Ramirez","sa3006702",0.6496,NA,NA,NA
"Jose Ramirez","sa3019479",1,NA,NA,NA
"Jose Regalado","sa3022049",1,NA,NA,NA
"Jose Rengel","sa3021790",0.4113,NA,NA,NA
"Jose Rodriguez","17860",12.2608571428571,40.413,"REZ1",0.30338893778876
"Jose Rodriguez","sa3015437",0.4203,NA,NA,NA
"Jose Rojas","sa3015486",1,NA,NA,NA
"Jose Romero","sa3015483",1,NA,NA,NA
"Jose Romero","sa3021791",0.356,NA,NA,NA
"Jose Ruiz","14552",55.4353411764706,43.307,"REZ1",1.28005498363938
"Jose Salvador","sa3006482",0.3494,NA,NA,NA
"Jose Santamaria","sa3008373",1,NA,NA,NA
"Jose Serrano","sa3019597",0.1886,NA,NA,NA
"Jose Silvestre","sa3023849",0.1944,NA,NA,NA
"Jose Soriano","22100",27.7846470588235,33.341,"REZ1",0.833347741784096
"Jose Suarez","19911",46.6219176470588,25.096,"REZ1",1.85774297286655
"Jose Ulloa","sa3010836",1,NA,NA,NA
"Jose Urbina","sa3022218",0.2447,NA,NA,NA
"Jose Urena","11589",17.8680941176471,23.41,"REZ1",0.763267582983642
"Jose Urquidy","18413",9.96755636363636,19.07,"REZ1",0.522682557086333
"Jose Varela","sa3021987",0.2505,NA,NA,NA
"Jose Vasquez","sa3022116",0.4624,NA,NA,NA
"Joseilyn Gonzalez","sa3018910",1,NA,NA,NA
"Joseph Hernandez","sa3006385",1,NA,NA,NA
"Joseph Herrera","sa3024471",0.375,NA,NA,NA
"Joseph King","sa3020857",1,NA,NA,NA
"Joseph Menefee","sa3020443",1,NA,NA,NA
"Joseph Montalvo","sa3018802",0.1754,NA,NA,NA
"Joseph Yabbour","sa3021980",1,NA,NA,NA
"Josh Bortka","sa3020596",1,NA,NA,NA
"Josh Bostick","sa3022857",0.1961,NA,NA,NA
"Josh Dye","sa3007485",0.7328,NA,NA,NA
"Josh Ekness","sa3023204",15,NA,NA,NA
"Josh Fleming","20418",18.48562,33.381,"REZ1",0.553776699319972
"Josh Gessner","sa3011658",1,NA,NA,NA
"Josh Green","sa3006701",13.40355,NA,NA,NA
"Josh Grosz","sa3023478",0.1829,NA,NA,NA
"Josh Hader","14212",63.4990823529412,54.332,"REZ1",1.16872344756205
"Josh Hansell","sa3023158",0.45,NA,NA,NA
"Josh Harlow","sa3022914",1,NA,NA,NA
"Josh Hejka","sa3011152",16.5,NA,NA,NA
"Josh Hendrickson","sa3011196",0.2587,NA,NA,NA
"Josh James","16794",11,NA,NA,NA
"Josh Knoth","sa3023420",0.1754,NA,NA,NA
"Josh Lindblom","7882",1,NA,NA,NA
"Josh Maciejewski","21310",14.1256666666667,14.754,"REZ1",0.95741267904749
"Josh Mollerus","sa3022666",1,NA,NA,NA
"Josh Osich","11528",1,NA,NA,NA
"Josh Roberson","sa3007721",15,NA,NA,NA
"Josh Rogers","18510",13.2878333333333,19.727,"REZ1",0.673586117165982
"Josh Sborz","18323",36.9261294117647,39.944,"REZ1",0.924447461740554
"Josh Simpson","sa1053035",35.5962333333333,NA,NA,NA
"Josh Smith","sa3009923",1,NA,NA,NA
"Josh Staumont","18335",29.5530941176471,40.753,"REZ1",0.725175916316518
"Josh Stephan","sa3015286",8.09515,NA,NA,NA
"Josh Swales","sa3017753",1,NA,NA,NA
"Josh Taylor","17359",16.7074166666667,27.862,"REZ1",0.599648864642404
"Josh Timmerman","sa3023098",0.234,NA,NA,NA
"Josh Tomlin","9388",1,NA,NA,NA
"Josh Trentadue","sa3023010",0.4113,NA,NA,NA
"Josh Walker","23617",33.7466352941177,34.404,"REZ1",0.980892782644973
"Josh White","sa3019953",0.7617,NA,NA,NA
"Josh Winckowski","22387",46.8523882352941,30.582,"REZ1",1.53202498970944
"Josh Winder","24606",19.6774218181818,42.088,"REZ1",0.467530455668642
"Josh Wolf","sa3011638",0.9093,NA,NA,NA
"Joshawn Lampson","sa3021512",0.2835,NA,NA,NA
"Joshua Cornielly","sa3005890",17,NA,NA,NA
"Joshua Loeschorn","sa3020837",0.7584,NA,NA,NA
"Joshua Quezada","sa3021789",0.2892,NA,NA,NA
"Josiah Gray","24580",11.2043388235294,17.646,"REZ1",0.634950630371156
"Josias De Los Santos","sa3006508",1,NA,NA,NA
"Josimar Cousin","sa3021579",12.5,NA,NA,NA
"Josmar Acevedo","sa3019062",0.2554,NA,NA,NA
"Josnier Parra","sa3021488",1,NA,NA,NA
"Jostin Florentino","sa3021510",0.2406,NA,NA,NA
"Josue Arias","sa3018350",0.2068,NA,NA,NA
"Josue Carmona","sa3017979",1,NA,NA,NA
"Josue Panacual","sa3010568",0.2076,NA,NA,NA
"Jovani Moran","20422",6.35685714285714,19.749,"REZ1",0.321882482295668
